CIPFamily,CIPCode,Action,TextChange,CIPTitle,CIPDefinition,CrossReferences,Examples
61,61.1105,New,no,Headache Medicine Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis, treatment, and research of headache and related disorders. Requires prior completion of a residency program in neurology. This CIP code is not valid for IPEDS reporting.",,
61,61.1106,Moved to,yes,Neurodevelopmental Disabilities Fellowship Program.,"A fellowship training program that prepares physicians to treat children having developmental delays or learning disorders, including those associated with visual and hearing impairment, mental retardation, cerebral palsy, spina bifida, autism, and other chronic neurologic conditions. Requires prior completion of a residency program in neurology, child neurology, or pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1107,Moved to,yes,Vascular Neurology Fellowship Program.,"A fellowship training program that prepares physicians in the evaluation, prevention, treatment, and recovery from vascular diseases of the nervous system resulting from a large number of causes, such as ischemic stroke, intracranial hemorrhage, spinal cord ischemia, and spinal cord hemorrhage. Requires prior completion of a residency program in neurology or child neurology. This CIP code is not valid for IPEDS reporting.",,
61,61.1199,New,no,"Neurology Residency/Fellowship Programs, Other.",Any residency or fellowship program in neurology not listed above.,,
61,61.12,New,no,Nuclear Medicine Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.1201 - 61.1299.,,
61,61.1201,Moved to,no,Nuclear Medicine Residency Program.,"A residency training program that prepares physicians to use the tracer principle, most often with radiopharmaceuticals, to evaluate molecular, metabolic, physiologic and pathologic conditions of the body for the purposes of diagnosis, therapy and research. Includes instruction in tracer kinetics, the biologic effects of radiation exposure, the fundamentals of the physical sciences, and the principles and operation of radiation detection and imaging systems. This CIP code is not valid for IPEDS reporting.",,
61,61.1299,New,no,"Nuclear Medicine Residency/Fellowship Programs, Other.",Any residency or fellowship program in nuclear medicine not listed above.,,
61,61.13,New,no,Obstetrics and Gynecology Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.1301 - 61.1399.,,
61,61.1301,Moved to,no,Obstetrics and Gynecology Residency Program.,"A residency training program that prepares physicians in the diagnosis, prevention and treatment of diseases of women, especially those affecting the reproductive system, and the comprehensive care and treatment of women before, during and after childbirth. This CIP code is not valid for IPEDS reporting.",,
61,61.1302,Moved to,yes,Gynecologic Oncology Fellowship Program.,"A fellowship training program that prepares physicians for consultation and comprehensive management of patients with gynecologic cancer, including those diagnostic and therapeutic procedures necessary for the total care of the patient with gynecologic cancer and resulting complications. Requires prior completion of a residency program in obstetrics and gynecology. This CIP code is not valid for IPEDS reporting.",,
61,61.1303,Moved to,yes,Maternal and Fetal Medicine Fellowship Program.,"A fellowship training program that prepares physicians to care for, or provide consultation on, patients with complications of pregnancy, based on advanced knowledge of the obstetrical, medical, and surgical complications of pregnancy, and their effect on both the mother and the fetus, and expertise in the most current diagnostic and treatment modalities used in the care of patients with complicated pregnancies. Requires prior completion of a residency program in obstetrics and gynecology. This CIP code is not valid for IPEDS reporting.",,
61,61.1304,Moved to,yes,Reproductive Endocrinology/Infertility Fellowship Program.,A fellowship training program that prepares physicians to manage complex problems relating to reproductive endocrinology and infertility. Requires prior completion of a residency program in obstetrics and gynecology. This CIP code is not valid for IPEDS reporting.,,
61,61.1399,New,no,"Obstetrics and Gynecology Residency/Fellowship Programs, Other.",Any residency or fellowship program in obstetrics and gynecology not listed above.,,
61,61.14,New,no,Ophthalmology Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.1401 - 61.1499.,,
61,61.1401,Moved to,no,Ophthalmology Residency Program.,"A residency training program that prepares physicians in the diagnosis, prevention treatment of ophthalmic diseases and disorders, and ocular pathology procedures.  Includes instruction in eye surgery. This CIP code is not valid for IPEDS reporting.",,
61,61.1499,New,no,"Ophthalmology Residency/Fellowship Programs, Other.",Any residency or fellowship program in ophthalmology not listed above.,,
61,61.15,New,no,Orthopedic Surgery Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.1501 - 61.1599.,,
61,61.1501,Moved to,no,Orthopedic Surgery Residency Program.,"A residency training program that prepares physicians in the investigation, preservation, and restoration of the form and function of the extremities, spine and associated structures by medical, surgical and physical methods. This CIP code is not valid for IPEDS reporting.",,"Examples: - Orthopedics Residency Program, - Adult Reconstructive Orthopedics Residency Program, - Orthopaedic Surgery Residency Program"
61,61.1502,Moved to,yes,Musculoskeletal Oncology Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis and treatment of musculoskeletal neoplasm, and the application of cancer therapy regimes. This CIP code is not valid for IPEDS reporting.",,
61,61.1503,Moved to,yes,Orthopedic Sports Medicine Fellowship Program.,A fellowship training program that prepares physicians to prevent and manage athletic injuries and to provide appropriate care for all structures of the musculoskeletal system directly affected by participation in sporting activity. Requires prior completion of a residency program in orthopedic surgery. This CIP code is not valid for IPEDS reporting.,,Examples: - Orthopaedic Sports Medicine Residency Program
61,61.1504,Moved to,yes,Orthopedic Surgery of the Spine Fellowship Program.,"A fellowship training program that prepares individuals for the study, prevention and treatment of spinal column disease, disorders, and injuries by medical, physical and surgical methods. Includes instruction in pathogenesis and diagnosis of clinical disorders of the spine; non-operative treatment modalities;  invasive modalities; basic sciences related to the musculoskeletal system; spinal degeneration; spinal neurologic function; pre- and post-operative management; and patient evaluation. This CIP code is not valid for IPEDS reporting.",,
61,61.1505,Moved to,yes,Pediatric Orthopedics Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis, surgical and non-surgical treatment, and management of musculoskeletal diseases, abnormalities and trauma in infants, children, and adolescents.  Requires prior completion of a residency program in orthopedic surgery. This CIP code is not valid for IPEDS reporting.",,
61,61.1599,New,no,"Orthopedic Surgery Residency/Fellowship Programs, Other.",Any residency or fellowship program in orthopedic surgery not listed above.,,
61,61.16,New,no,Osteopathic Medicine Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.1601 - 61.1699.,,
61,61.1601,New,no,Osteopathic Neuromusculoskeletal Medicine Residency Program.,A residency training program that prepares osteopathic (DO) physicians to perform osteopathic neuromusculoskeletal diagnosis and perform Osteopathic Manipulative Treatment (OMT). This CIP code is not valid for IPEDS reporting.,,
61,61.1699,New,no,"Osteopathic Medicine Residency/Fellowship Programs, Other.",Any residency or fellowship program in osteopathic medicine not listed above.,,
61,61.17,New,no,Otolaryngology Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.1701 - 61.1799.,,
61,61.1701,Moved to,no,Otolaryngology Residency Program.,"A residency training program that prepares physicians to diagnose and provide medical and/or surgical therapy or prevention of diseases, allergies, neoplasms, deformities, disorders, and injuries of the ears, nose, sinuses, throat, respiratory and upper alimentary systems, face, jaws, and the other head and neck systems. This CIP code is not valid for IPEDS reporting.",,
61,61.1702,Moved to,yes,Neurotology Fellowship Program.,"A fellowship training program that prepares physicians to treat diseases of the ear and temporal bone, including disorders of hearing and balance. Requires prior completion of a residency program in otolaryngology. This CIP code is not valid for IPEDS reporting.",,
61,61.1703,Moved to,yes,Pediatric Otolaryngology Fellowship Program.,"A fellowship training program that prepares physicians to diagnose, treat and manage disorders of infants and children that include congenital and acquired conditions involving the aerodigestive tract, nose and paranasal sinuses, the ear, and other areas of the head and neck; this includes special skills in the diagnosis, treatment, and management of childhood disorders of voice, speech, language, and hearing. Requires prior completion of a residency program in otolaryngology. This CIP code is not valid for IPEDS reporting.",,
61,61.1799,New,no,"Otolaryngology Residency/Fellowship Programs, Other.",Any residency or fellowship program in otolaryngology not listed above.,,
61,61.18,New,no,Pathology Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.1801 - 61.1899.,,
61,61.1801,Moved to,yes,Combined Anatomic and Clinical Pathology Residency Program.,"A residency training program that prepares physicians in the clinical laboratory analysis and diagnosis of disease and anatomic abnormalities. Includes instruction in performing general autopsies, forensic medicine, laboratory management, and quality control. This CIP code is not valid for IPEDS reporting.",,"Examples: - Anatomic Pathology Residency Program, - Clinical Pathology Residency Program, - Anatomic Pathology and Clinical Pathology Residency Program"
61,61.1802,New,no,Anatomic Pathology Residency Program.,"A residency training program that prepares physicians in the diagnosis of disease and anatomic abnormalities. Includes instruction in autopsy pathology, cytology, diagnostic surgical pathology, forensic medicine, laboratory management, and quality control. This CIP code is not valid for IPEDS reporting.",,
61,61.1803,New,no,Clinical Pathology Residency Program.,"A residency training program that prepares physicians in the clinical laboratory analysis and diagnosis of disease. Includes instruction in performing clinical chemistry, cytogenetics, immunology, laboratory management, microbiology, molecular biology, quality control, serology, toxicology, and virology. This CIP code is not valid for IPEDS reporting.",,
61,61.1804,Moved to,yes,Blood Banking/Transfusion Medicine Fellowship Program.,"A fellowship training program that prepares physicians for the maintenance of an adequate blood supply, blood donor and patient-recipient safety, and appropriate blood utilization.  Includes directing the preparation and safe use of specially prepared blood components, including red blood cells, white blood cells, platelets and plasma constituents, and marrow or stem cells for transplantation. Requires prior completion of a residency program in pathology. This CIP code is not valid for IPEDS reporting.",,Examples: - Blood Banking Residency Program
61,61.1805,Moved to,yes,Chemical Pathology Fellowship Program.,"A fellowship training program that prepares physicians in the use and interpretation of chemical analyses, chemical diagnoses and management, and the supervision of chemical pathology laboratories.  Includes instruction in basic and applied analytical chemical pathology; instrumentation data processing and chemical laboratory management. Requires prior completion of a residency program in medical pathology. This CIP code is not valid for IPEDS reporting.",,
61,61.1806,Moved to,yes,Cytopathology Fellowship Program.,"A fellowship training program that prepares individuals to study, prevent, and manage human diseases manifested in cells. Includes instruction in laboratory procedures, laboratory management, quality assurance, screening, specimen collection, cytopreparation, cytometric and image analysis, and related immunological and molecular techniques. Requires prior completion of a residency program in pathology. This CIP code is not valid for IPEDS reporting.",,
61,61.1807,Moved to,yes,Forensic Pathology Fellowship Program.,"A fellowship training program that prepares physicians in the performance of medical autopsies, the analysis of human remains and crime scenes, and the legal follow-up and responsibilities of public pathologists.  Requires prior completion of a residency program in pathology. This CIP code is not valid for IPEDS reporting.",,
61,61.1808,Moved to,yes,Hematological Pathology Fellowship Program.,A fellowship training program that prepares physicians in the laboratory and analytical procedures for studying all facets of hematologic and coagulation disorders.  Includes instruction in the management of hematology laboratories. Requires prior completion of a residency program in pathology. This CIP code is not valid for IPEDS reporting.,,Examples: - Hematopathology
61,61.1809,Moved to,yes,Immunopathology Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis, treatment and laboratory management of immunologic diseases. Includes instruction in diagnostic surgical pathology, management of organ transplantation and immunotherapy.  Requires prior completion of a residency program in pathology. This CIP code is not valid for IPEDS reporting.",,
61,61.1810,Moved to,yes,Laboratory Medicine Fellowship Program.,"A fellowship training program that prepares physicians in the principles and practices of applied medical research and related techniques, equipment, data systems, and research design. Includes instruction in the management of medical laboratories in research and healthcare facilities. This CIP code is not valid for IPEDS reporting.",,
61,61.1811,Moved to,yes,Medical Microbiology Fellowship Program.,"A fellowship training program that prepares physicians in the isolation and identification of microbial agents that cause infectious disease, including viruses, bacteria, fungi, and parasites. Requires prior completion of a residency program in pathology. This CIP code is not valid for IPEDS reporting.",,
61,61.1812,Moved to,yes,Molecular Genetic Pathology Fellowship Program.,"A fellowship training program that prepares physicians to make or confirm diagnoses of Mendelian genetic disorders, disorders of human development, infectious diseases and malignancies, and to assess the natural history of those disorders, using the principles, theory, and technologies of molecular biology and molecular genetics. Requires prior completion of a residency program in medical genetics or pathology. This CIP code is not valid for IPEDS reporting.",,
61,61.1813,Moved to,yes,Neuropathology Fellowship Program.,A fellowship training program that prepares physicians in the laboratory analysis of nerve tissues and the clinical diagnosis of neurological and neuromuscular diseases.  Includes instruction in nerve biopsies and necropsies.  Requires prior completion of a residency program in pathology. This CIP code is not valid for IPEDS reporting.,,
61,61.1814,Moved to,yes,Pediatric Pathology Fellowship Program.,"A fellowship training program that prepares physicians in the laboratory diagnosis of diseases that occur during fetal growth, infancy, and child development, based on knowledge of general pathology, normal growth and development, and pediatric medicine. Requires prior completion of a residency program in pathology. This CIP code is not valid for IPEDS reporting.",,
61,61.1815,Moved to,yes,Radioisotopic Pathology Fellowship Program.,"A fellowship training program that prepares physicians in the use of radionuclides in the study of body fluids, excreta, or tissues quantified outside the body.  Includes instruction in laboratory management and safety, quality control, instrumentation, isotope storage and in vitro analyses. Requires prior completion of a residency program in pathology. This CIP code is not valid for IPEDS reporting.",,
61,61.1899,New,no,"Pathology Residency/Fellowship Programs, Other.",Any residency or fellowship program in pathology not listed above.,,
61,61.19,New,no,Pediatrics Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.1901 - 61.1999.,,
61,61.1901,Moved to,no,Pediatrics Residency Program.,"A residency training program that prepares physicians in the comprehensive care and treatment of all aspects of human growth and development from conception through fetal life, infancy, childhood and adolescence, including preventive and therapeutic regimes.  Includes instruction in behavioral aspects of illness, related family and community medicine issues, and emergency and critical care procedures. This CIP code is not valid for IPEDS reporting.",,
61,61.1902,Moved to,yes,Adolescent Medicine Fellowship Program.,"A fellowship training program that prepares physicians in the unique physical, psychological, and social characteristics of adolescents and their healthcare problems and needs. Requires prior completion of a residency program in family medicine, internal medicine, or pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1903,Moved to,yes,Child Abuse Pediatrics Fellowship Program.,"A fellowship training program that prepares physicians to accurately diagnose abuse, consult with community agencies on child safety, provide expertise in courts of law, treat consequences of abuse and neglect, direct child abuse and neglect prevention programs and participate on multidisciplinary investigative teams, and manage child abuse cases. Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1904,Moved to,yes,Developmental-Behavioral Pediatrics Fellowship Program.,"A fellowship training program that prepares physicians to assist in the prevention, diagnosis, and management of developmental difficulties and problematic behaviors in children, and in the family dysfunctions that compromise children's development; and to foster understanding and promotion of optimal development of children and families through research, education, clinical care, and advocacy efforts. Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1905,Moved to,yes,Neonatal-Perinatal Medicine Fellowship Program.,"A fellowship training program that prepares physicians in the physiology of the normal neonate, the pathophysiology of the sick infant, and the diagnosis and management of problems of the newborn infant, including consulting with obstetricians to plan for the care of women with high-risk pregnancies. Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1906,Moved to,yes,Pediatric Cardiology Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis and management of diseases and disorders of the cardiovascular and cardiopulmonary systems of infants, children, and adolescents.  Includes instruction in related public health and community medicine issues.  Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1907,Moved to,yes,Pediatric Critical Care Medicine Fellowship Program.,"A fellowship training program that prepares physicians in advanced life support for children, from the term or near-term neonate to the adolescent. This includes critical care management of life-threatening organ system failure in both medical and surgical patients and support of vital physiological functions. Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1908,Moved to,yes,Pediatric Emergency Medicine Fellowship Program.,A fellowship training program that prepares physicians to manage emergencies in infants and children. Requires prior completion of a residency program in emergency medicine or pediatrics. This CIP code is not valid for IPEDS reporting.,,
61,61.1909,Moved to,yes,Pediatric Endocrinology Fellowship Program.,A fellowship training program that prepares physicians in the diagnosis and management of endocrine diseases and the regulation of hormone balance in childhood and adolescence.  Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.,,
61,61.1910,Moved to,yes,Pediatric Gastroenterology Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis and treatment of diseases of the digestive systems of infants, children, and adolescents; includes treatment of conditions such as abdominal pain, ulcers, diarrhea, cancer, and jaundice, and performance of complex diagnostic and therapeutic procedures using lighted scopes to see internal organs. Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1911,Moved to,yes,Pediatric Hematology-Oncology Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis and management of hematologic disorders and malignant diseases, including blood and bone marrow function, in infancy, childhood, and adolescence. Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Pediatric Hemato-Oncology Residency Program
61,61.1912,Moved to,yes,Pediatric Infectious Diseases Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis, treatment, and prevention of infectious diseases in children; and to effect a better outcome for pediatric infections with complicated courses, underlying diseases that predispose to unusual or severe infections, unclear diagnoses, uncommon diseases, and complex or investigational treatments. Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1913,Moved to,yes,Pediatric Nephrology Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis and management of infants, children, and adolescents with renal and genito-urinary problems, hypertension and disorders of body fluid physiology.  Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1914,Moved to,yes,Pediatric Pulmonology Fellowship Program.,"A fellowship training program that prepares physicians in the prevention and treatment of all respiratory diseases affecting infants, children, and young adults, based on knowledge of the growth and development of the lung, assessment of respiratory function in infants and children, and experience in a variety of invasive and noninvasive diagnostic techniques. Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1915,Moved to,yes,Pediatric Rheumatology Fellowship Program.,"A fellowship training program that prepares physicians to diagnose and treat diseases of joints, muscle, bones, and tendons in children and young adults, including arthritis, back pain, muscle strains, common athletic injuries, and collagen diseases. Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1917,Moved to,yes,Pediatric Transplant Hepatology Fellowship Program.,"A fellowship training program that prepares physicians with special knowledge, skill, and expertise required of pediatric gastroenterologists to care for children and young adults prior to and following hepatic transplantation. Requires prior completion of a residency program in pediatrics. This CIP code is not valid for IPEDS reporting.",,
61,61.1999,New,no,"Pediatrics Residency/Fellowship Programs, Other.",Any residency or fellowship program in pediatrics not listed above.,,
61,61.20,New,no,Physical Medicine and Rehabilitation Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.2001 - 61.2099.,,
61,61.2001,Moved to,no,Physical Medicine and Rehabilitation Residency Program.,"A residency training program that prepares physicians in the diagnosis, etiology, treatment, prevention and rehabilitation of neuromusculo-skeletal, cardiovascular, pulmonary and other system disorders common to patients of both sexes and all ages.  Includes instruction in physical examinations, design and prescription of rehabilitation strategies and the supervision of rehabilitation teams. This CIP code is not valid for IPEDS reporting.",,Examples: - Physical and Rehabilitation Medicine Residency Program
61,61.2002,Moved to,yes,Spinal Cord Injury Medicine Fellowship Program.,"A fellowship training program that prepares physicians to address the prevention, diagnosis, treatment, and management of traumatic spinal cord injury and non-traumatic etiologies of spinal cord dysfunction, including related medical, physical, psychological, and vocational disabilities and complications. Requires prior completion of a residency program in physical medicine and rehabilitation. This CIP code is not valid for IPEDS reporting.",,
61,61.2003,Moved to,yes,Pediatric Rehabilitation Medicine Fellowship Program.,"A fellowship training program that prepares physicians to use an interdisciplinary approach to prevent, diagnose, treat, and manage congenital and childhood-onset physical impairments in children and young adults, including related medical, physical, functional, psychosocial, and vocational limitations or conditions. Requires prior completion of a residency program in physical medicine and rehabilitation. This CIP code is not valid for IPEDS reporting.",,
61,61.2099,New,no,"Physical Medicine and Rehabilitation Residency/Fellowship Programs, Other.",Any residency or fellowship program in physical medicine and rehabilitation not listed above.,,
61,61.21,New,no,Plastic Surgery Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.2101 - 61.2199.,,
61,61.2101,Moved to,no,Plastic Surgery Residency Program.,"A residency training program that prepares physicians in the repair, replacement, and reconstruction of defects of form and function of the integument and its underlying musculoskeletal system, with emphasis on the craniofacial structures, the oropharynx, the hand, the breast, and the external genitalia. Includes instruction in aesthetic as well as reconstructive surgery. Requires prior completion of a program in general surgery. This CIP code is not valid for IPEDS reporting.",,
61,61.2102,New,no,Integrated Plastic Surgery Residency Program.,"A residency training program that prepares physicians in the repair, replacement, and reconstruction of defects of form and function of the integument and its underlying musculoskeletal system, with emphasis on the craniofacial structures, the oropharynx, the hand, the breast, and the external genitalia. Includes instruction in aesthetic as well as reconstructive surgery. Does NOT require prior completion of a program in general surgery. This CIP code is not valid for IPEDS reporting.",,
61,61.2103,Moved to,yes,Plastic Surgery Within the Head and Neck Fellowship Program.,"A fellowship training program that prepares physicians in plastic and reconstructive procedures within the head, face, neck, and associated structures, including cutaneous head and neck oncology and reconstruction, management of maxillofacial trauma, soft tissue repair, and neural surgery. Requires prior completion of a residency program in otolaryngology or plastic surgery. This CIP code is not valid for IPEDS reporting.",,
61,61.2199,New,no,"Plastic Surgery Residency/Fellowship Programs, Other.",Any residency or fellowship program in plastic surgery not listed above.,,
61,61.22,Moved to,yes,Podiatric Medicine Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.2201 - 61.2299.,,
61,61.2201,New,no,Podiatric Medicine and Surgery Residency Program.,"A residency training program that prepares podiatrists for primary practice in podiatric healthcare and foot surgery. This includes diagnosis and treatment of conditions affecting the human foot, ankle, and their governing and related structures, including the leg, and the local manifestations of systemic conditions, by all appropriate systems and means. This CIP code is not valid for IPEDS reporting.",,
61,61.2299,New,no,"Podiatric Medicine Residency/Fellowship Programs, Other.",Any residency or fellowship program in podiatric medicine not listed above.,,
61,61.23,New,no,Preventive Medicine Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.2301 - 61.2399.,,
61,61.2301,Moved to,no,Public Health and General Preventive Medicine Residency Program.,"A residency training program that prepares physicians to promote health, prevent disease, and manage the health of communities and defined populations; combines population-based public health skills with knowledge of primary, secondary, and tertiary prevention-oriented clinical practice in a wide variety of settings. One of three general certificates in the area of preventive medicine. Note: this medical specialty merges the previous subspecialties of preventive medicine and public health medicine. This CIP code is not valid for IPEDS reporting.",,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
61,61.2302,Moved to,no,Aerospace Medicine Residency Program.,"A residency training program that prepares physicians in the health care of operating crews, support personnel, and passengers of air and space vehicles. Includes instruction in special conditions of physical and psychological stress, emergency medical procedures, adaptive systems and artificial environments. One of three general certificates in the area of preventive medicine. This CIP code is not valid for IPEDS reporting.",,
61,61.2303,Moved to,no,Occupational Medicine Residency Program.,"A residency training program that prepares physicians in the maintenance of the health of workers, the ability to perform work, the arrangements of work, and the physical and chemical environments of the workplace. Includes instruction in data collection and management and the administration and regulation of occupational medical services.  One of three general certificates in the area of preventive medicine. This CIP code is not valid for IPEDS reporting.",,
61,61.2399,New,no,"Preventive Medicine Residency/Fellowship Programs, Other.",Any residency or fellowship program in preventive medicine not listed above.,,
61,61.24,New,no,Psychiatry Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.2401 - 61.2499.,,
61,61.2401,Moved to,no,Psychiatry Residency Program.,"A residency training program that prepares physicians in the diagnosis, treatment, and prevention of mental, emotional, behavioral and neurological disorders.  Includes instruction in psychotherapy, family counseling, referral, clinical diagnosis, and practice management. This CIP code is not valid for IPEDS reporting.",,
61,61.2402,Moved to,yes,Addiction Psychiatry Fellowship Program.,"A fellowship training program that prepares physicians in the evaluation and treatment of individuals with alcohol, drug, or other substance-related disorders, and of individuals with the dual diagnosis of substance-related and other psychiatric disorders. Requires prior completion of a residency program in psychiatry. This CIP code is not valid for IPEDS reporting.",,
61,61.2403,Moved to,yes,Child and Adolescent Psychiatry Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis and treatment of developmental, behavioral, emotional, and mental disorders of childhood and adolescence. Requires prior completion of a residency program in psychiatry. This CIP code is not valid for IPEDS reporting.",,Examples: - Child Psychiatry Residency Program
61,61.2404,Moved to,yes,Consultation-Liaison Psychiatry Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis and treatment of psychiatric disorders and symptoms in complex medically ill patients. This includes treatment of patients with acute or chronic medical, neurological, obstetrical, or surgical illness in which psychiatric illness is affecting their medical care and/or quality of life, and patients who have a psychiatric disorder that is the direct consequence of a primary medical condition, a somatoform disorder, or psychological factors affecting a general medical condition. Requires prior completion of a residency program in psychiatry. This CIP code is not valid for IPEDS reporting.",,Examples: - Psychosomatic Medicine
61,61.2405,Moved to,yes,Forensic Psychiatry Fellowship Program.,"A fellowship training program that prepares physicians to evaluate individuals involved with the legal system and provide specialized treatment to those incarcerated in jails, prisons, and forensic psychiatry hospitals; and who focus on the interrelationships between psychiatry and civil, criminal, and administrative law. Requires prior completion of a residency program in psychiatry. This CIP code is not valid for IPEDS reporting.",,
61,61.2406,Moved to,yes,Geriatric Psychiatry Fellowship Program.,"A fellowship training program that prepares physicians in the prevention, evaluation, diagnosis, and treatment of mental and emotional disorders in the elderly, and to improve the psychiatric care of the elderly both in health and in disease. Requires prior completion of a residency program in psychiatry. This CIP code is not valid for IPEDS reporting.",,
61,61.2499,New,no,"Psychiatry Residency/Fellowship Programs, Other.",Any residency or fellowship program in psychiatry not listed above.,,
61,61.25,New,no,Radiation Oncology Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.2501 - 61.2599.,,
61,61.2501,Moved to,no,Radiation Oncology Residency Program.,"A residency training program that prepares physicians in the use of ionizing radiation to treat patients with cancer and other diseases. Includes instruction in treatment planning, instrument design and operation, radiation physics and radiobiology. One of two general certificates in the area of radiology. This CIP code is not valid for IPEDS reporting.",,
61,61.2599,New,no,"Radiation Oncology Residency/Fellowship Programs, Other.",Any residency or fellowship program in radiation oncology not listed above.,,
61,61.26,New,no,Radiology Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.2601 - 61.2699.,,
61,61.2601,Moved to,no,Diagnostic Radiology Residency Program.,"A residency training program that prepares physicians to utilize x-ray, ionizing radiation, radionuclides, ultrasound, electromagnetic radiation, and image-guided intervention to diagnose and treat disease. One of two general certificates in the area of radiology. This CIP code is not valid for IPEDS reporting.",,
61,61.2602,New,no,Integrated Interventional Radiology Residency Program.,"A fellowship training program that prepares physicians in image-guided therapies, using fluoroscopy, digital radiography, computed tomography, sonography, and magnetic resonance imaging, to guide small devices inserted into the body through very small openings. These therapies include angioplasty, stent placement, thrombolysis, embolization, biliary and genitourinary drainages, and abscess drainages. Does NOT require prior completion of a residency program in diagnostic radiology. This CIP code is not valid for IPEDS reporting.",,
61,61.2603,New,no,Abdominal Radiology Fellowship Program.,A fellowship training program that prepares diagnostic radiologists in the diagnosis and treatment of disorders of the abdomen and pelvis in adults and children. Requires prior completion of a residency program in diagnostic or interventional radiology. This CIP code is not valid for IPEDS reporting.,,
61,61.2604,Moved to,no,Diagnostic Radiologic Physics Residency Program.,"A residency training program that prepares physicians in the diagnostic applications of x-rays, gamma rays from sealed sources, ultrasonic radiation, and magnetic resonance; and in the use of equipment associated with their production and use, including radiation safety. One of the three subspecialties available to residents in radiologic physics who must select one or more subspecialty areas. This CIP code is not valid for IPEDS reporting.",,
61,61.2605,Moved to,no,Medical Nuclear Physics Residency Program.,"A residency training program that prepares physicians in the therapeutic and diagnostic applications of radionuclides (except those used in sealed sources for therapeutic purposes); and in the use of equipment associated with their production and use, including radiation safety. One of the three subspecialties available to residents in radiologic physics who must select one or more subspecialty areas. This CIP code is not valid for IPEDS reporting.",,
61,61.2606,New,no,Musculoskeletal Radiology Fellowship Program.,"A fellowship training program that prepares diagnostic radiologists in the diagnosis and treatment of disorders or injuries of the joints, bones, muscles, and spine in adults and children. Requires prior completion of a residency program in diagnostic or interventional radiology. This CIP code is not valid for IPEDS reporting.",,
61,61.2607,Moved to,yes,Neuroradiology Fellowship Program.,"A fellowship training program that prepares diagnostic radiologists in the diagnosis and treatment of disorders of the brain, spine, spinal cord, peripheral nerves, and head and neck in adults and children. Requires prior completion of a residency program in diagnostic radiology. This CIP code is not valid for IPEDS reporting.",,
61,61.2608,Moved to,yes,Nuclear Radiology Fellowship Program.,A fellowship training program that prepares physicians in the imaging by external detection of radionuclides and/or biodistribution by external detection of radionuclides for diagnosis of disease.  Requires prior partial completion of a residency program in diagnostic radiology. This CIP code is not valid for IPEDS reporting.,,
