UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON18,DRUG18,LIQUOR18,WEAPON19,DRUG19,LIQUOR19,WEAPON20,DRUG20,LIQUOR20,FILTER18,FILTER19,FILTER20
147536016,National Louis University,North Shore,5202 Old Orchard Road,Skokie,IL,600774409,2,"Private nonprofit, 4-year or above",1630,5772,7402,0,0,0,0,0,0,0,0,0,1,1,1
147590001,National University of Health Sciences,Main Campus,200 E ROOSEVELT RD,LOMBARD,IL,601484583,2,"Private nonprofit, 4-year or above",230,299,529,0,0,0,0,0,0,0,0,0,1,1,1
147590004,National University of Health Sciences,Health Education Center,7200 66th Street N,Pinellas Park,FL,33781,2,"Private nonprofit, 4-year or above",230,299,529,0,0,0,0,0,0,0,0,0,1,1,1
147642001,Cosmetology Concepts Niles,John Amico School of Hair Design,8057 N. Milwaukee Av.,Niles,IL,60714,9,"Private for-profit, less-than 2-year",1,49,50,0,0,0,0,0,0,0,0,0,1,1,1
147660001,North Central College,Main Campus,30 N BRAINARD ST,NAPERVILLE,IL,60540,2,"Private nonprofit, 4-year or above",1240,1592,2832,0,7,8,0,8,7,0,0,1,1,1,1
147679001,North Park University,Main Campus,3225 W . Foster Avenue,Chicago,IL,606254895,2,"Private nonprofit, 4-year or above",1119,1712,2831,0,0,0,0,0,0,0,0,0,1,1,1
147697001,Northern Baptist Theological Seminary,Northern Seminary Lisle Center,410 Warrenville Road,Lilse,IL,605325698,2,"Private nonprofit, 4-year or above",192,93,285,0,0,0,0,0,0,0,0,0,1,1,1
147703001,Northern Illinois University,Main Campus,1425 West Lincoln Highway,DeKalb,IL,601152854,1,"Public, 4-year or above",7674,9095,16769,2,6,7,4,2,4,2,2,2,1,1,1
147703002,Northern Illinois University,NIU - Naperville,1120 East Diehl Road,Naperville,IL,60563,1,"Public, 4-year or above",7674,9095,16769,0,0,0,0,0,0,0,0,0,1,1,1
147703003,Northern Illinois University,NIU - Rockford,8500 East State Street,Rockford,IL,61108,1,"Public, 4-year or above",7674,9095,16769,0,0,0,0,0,0,0,0,0,1,1,1
147703004,Northern Illinois University,NIU - Hoffman Estates,5555 Trillium Drive,Hoffman Estates,IL,60192,1,"Public, 4-year or above",7674,9095,16769,0,0,0,0,0,0,0,0,0,1,1,1
147703005,Northern Illinois University,NIU-Lorado Taft Field Campus,1414 North River Road,Oregon,IL,61061,1,"Public, 4-year or above",7674,9095,16769,0,0,0,0,0,0,0,0,0,1,1,1
147703006,Northern Illinois University,NIU - Chicago,105 W. Madison St,Chicago,IL,60602,1,"Public, 4-year or above",7674,9095,16769,0,0,0,0,0,0,0,0,0,1,1,1
147767001,Northwestern University,Main Campus,633 CLARK ST,EVANSTON,IL,602081320,2,"Private nonprofit, 4-year or above",10906,11697,22603,0,0,0,0,0,0,1,0,0,1,1,1
147767002,Northwestern University,Chicago Campus,710 N. Lake Shore Drive,Chicago,IL,606113078,2,"Private nonprofit, 4-year or above",10906,11697,22603,2,1,0,0,0,0,1,0,0,1,1,1
147767003,Northwestern University,Miami,"95 Merrick Way, Suite 105",Coral Gables,FL,33134,2,"Private nonprofit, 4-year or above",10906,11697,22603,0,0,0,0,0,0,0,0,0,1,1,1
147767004,Northwestern University,Washington D.C. Campus,1301 K Street NW,Washington,DC,20005,2,"Private nonprofit, 4-year or above",10906,11697,22603,0,0,0,0,0,0,0,0,0,1,1,1
147767005,Northwestern University,"Education City, Qatar","Northwestern University in Qatar, P.O. Box 34102",Doha,,,2,"Private nonprofit, 4-year or above",10906,11697,22603,0,0,0,0,0,0,0,0,0,1,1,1
147767006,Northwestern University,San Francisco,44 Montgomery St.,San Francisco,CA,94104,2,"Private nonprofit, 4-year or above",10906,11697,22603,0,0,0,0,0,0,0,0,0,1,1,1
147776001,Northeastern Illinois University,Northeastern Illinois University Main Campus,5500 N ST LOUIS AVE,CHICAGO,IL,606254699,1,"Public, 4-year or above",2747,4372,7119,0,2,0,0,0,0,0,0,0,1,1,1
147800001,Oakton Community College,Main Campus,1600 E GOLF RD,DES PLAINES,IL,600161268,4,"Public, 2-year",3458,3855,7313,0,0,0,0,0,0,0,0,0,1,1,1
147800002,Oakton Community College,Ray Hartstein Skokie Campus,7701 Lincloln Avenue,Skokie,IL,60077,4,"Public, 2-year",3458,3855,7313,0,0,0,0,0,0,0,0,0,1,1,1
147819001,Oehrlein School of Cosmetology,Main Campus,100 MEADOW AVE,EAST PEORIA,IL,61611,9,"Private for-profit, less-than 2-year",1,43,44,0,0,0,0,0,0,0,0,0,1,1,1
147828001,Olivet Nazarene University,Olivet Nazarene University,One University Avenue,Bourbonnais,IL,609142271,2,"Private nonprofit, 4-year or above",1369,2395,3764,0,0,0,0,0,0,0,0,0,1,1,1
147828004,Olivet Nazarene University,Oakbrook,2809 Butterfield Rd.,Oak Brook,IL,60523,2,"Private nonprofit, 4-year or above",1369,2395,3764,0,0,0,0,0,0,0,0,0,1,1,1
147916001,Parkland College,Main Campus,2400 W BRADLEY AVE,CHAMPAIGN,IL,618211899,4,"Public, 2-year",2463,3295,5758,1,2,0,0,2,0,0,0,0,1,1,1
147916002,Parkland College,North Mattis,1307-1319 N Mattis,Champaign,IL,61821,4,"Public, 2-year",2463,3295,5758,0,0,0,0,0,0,0,0,0,1,1,1
147916003,Parkland College,Institute of Aviation,1 Airport Rd,Savoy,IL,61874,4,"Public, 2-year",2463,3295,5758,0,0,0,0,0,0,0,0,0,1,1,1
148007001,Prairie State College,Prairie State College,202 South Halsted Street,CHICAGO HEIGHTS,IL,604118226,4,"Public, 2-year",915,1801,2716,0,0,0,0,0,0,0,0,0,1,1,1
148098001,Professional's Choice Hair Design Academy,Professional's Choice Hair Design Academy,2719 W JEFFERSON ST,JOLIET,IL,60435,9,"Private for-profit, less-than 2-year",0,35,35,0,0,0,0,0,0,0,0,0,1,1,1
148131001,Quincy University,Main Campus,1800 COLLEGE AVE,QUINCY,IL,623012699,2,"Private nonprofit, 4-year or above",607,666,1273,0,1,0,0,0,0,0,0,1,1,1,1
148256001,Rend Lake College,Rend Lake College,468 N KEN GRAY PKY,INA,IL,628469740,4,"Public, 2-year",768,1034,1802,0,0,0,0,0,0,0,0,0,1,1,1
148292001,Richland Community College,Main Campus,One College Park,Decatur,IL,625218512,4,"Public, 2-year",827,1408,2235,0,0,0,0,0,0,0,0,0,1,1,1
148380001,Rock Valley College,Main Campus,3301 N MULFORD RD,ROCKFORD,IL,611145699,4,"Public, 2-year",2412,3350,5762,0,0,0,0,1,0,0,0,0,1,1,1
148380002,Rock Valley College,Bell School Road Center,3350 Bell School Road Center,Rockford,IL,61114,4,"Public, 2-year",2412,3350,5762,0,0,0,0,0,0,0,0,0,1,1,1
148380004,Rock Valley College,Aviation Career Education Center (ACEC),6045 Cessna Drive,Rockford,IL,61109,4,"Public, 2-year",2412,3350,5762,0,0,0,0,0,0,0,0,0,1,1,1
148380005,Rock Valley College,Stenstrom Center,4151 Samuelson Road,Rockford,IL,61109,4,"Public, 2-year",2412,3350,5762,0,0,0,0,0,0,0,0,0,1,1,1
148380009,Rock Valley College,Work Force Connections,303 North Main Street,Rockford,IL,61101,4,"Public, 2-year",2412,3350,5762,0,0,0,0,0,0,0,0,0,1,1,1
148380011,Rock Valley College,RVC Down Town,99 E. State Street,Rockford,IL,61104,4,"Public, 2-year",2412,3350,5762,0,0,0,0,0,0,0,0,0,1,1,1
148380012,Rock Valley College,Cold Forming Training Center,424 Buckbee st,Rockford,IL,61104,4,"Public, 2-year",2412,3350,5762,0,0,0,0,0,0,0,0,0,1,1,1
148405001,Rockford University,Main Campus,5050 E STATE ST,ROCKFORD,IL,611082393,2,"Private nonprofit, 4-year or above",534,738,1272,0,0,0,0,0,0,0,0,0,1,1,1
148487001,Roosevelt University,Chicago Campus,430 S MICHIGAN AVE,CHICAGO,IL,606051394,2,"Private nonprofit, 4-year or above",1691,2989,4680,1,0,0,0,1,0,0,0,0,1,1,1
148487002,Roosevelt University,Schaumburg Campus,1400 North Roosevelt Boulevard,Schaumburg,IL,60173,2,"Private nonprofit, 4-year or above",1691,2989,4680,0,0,0,0,0,0,0,0,0,1,1,1
148496001,Dominican University,Main Campus,7900 W Division St.,River Forest,IL,60305,2,"Private nonprofit, 4-year or above",884,2305,3189,0,0,0,0,0,0,0,0,0,1,1,1
148496002,Dominican University,Priory Campus,7200 w. Division,River Forest,IL,60305,2,"Private nonprofit, 4-year or above",884,2305,3189,0,2,0,0,0,0,0,0,0,1,1,1
148511001,Rush University,Main Campus,600 S. Paulina Ave,CHICAGO,IL,606123833,2,"Private nonprofit, 4-year or above",669,2147,2816,1,0,0,3,0,0,0,0,0,1,1,1
148575001,Saint Francis Medical Center College of Nursing,Saint Francis Medical Center College of Nursing,511 NE GREENLEAF ST,PEORIA,IL,616033783,2,"Private nonprofit, 4-year or above",68,398,466,0,0,0,0,0,0,0,0,0,1,1,1
148584001,University of St Francis,Main Campus,500 N WILCOX ST,JOLIET,IL,604356188,2,"Private nonprofit, 4-year or above",948,2581,3529,0,0,0,0,0,0,0,0,0,1,1,1
148584002,University of St Francis,St. Clare Campus,1550 Plainfield Road,JOLIET,IL,60435,2,"Private nonprofit, 4-year or above",948,2581,3529,0,0,0,0,0,0,0,0,0,1,1,1
148584003,University of St Francis,St Bonaventure Campus,16 W. Van Buren Street,Joliet,IL,60435,2,"Private nonprofit, 4-year or above",948,2581,3529,0,0,0,0,0,0,0,0,0,1,1,1
148584004,University of St Francis,University of St. Francis-Albuquerque Campus ,1500 N Renaissance Blvd NE suite C,Albuquerque,NM,87107,2,"Private nonprofit, 4-year or above",948,2581,3529,,,,0,0,0,0,0,0,0,1,1
148593001,St. John's College-Department of Nursing,Main Campus,729 E. Carpenter St.,SPRINGFIELD,IL,62702,2,"Private nonprofit, 4-year or above",17,101,118,0,0,0,0,0,0,0,0,0,1,1,1
148627001,Saint Xavier University,Chicago Campus,3700 W 103rd Street,Chicago,IL,606553110,2,"Private nonprofit, 4-year or above",1274,2490,3764,0,0,0,0,0,0,0,1,10,1,1,1
148654001,University of Illinois Springfield,University of Illinois at Springfield,One University Plaza,Springfield,IL,627949243,1,"Public, 4-year or above",1970,2176,4146,0,1,0,0,2,6,2,0,1,1,1,1
148654002,University of Illinois Springfield,UIS Peoria Center,1 College Drive 303 B,East Peoria,IL,61635,1,"Public, 4-year or above",1970,2176,4146,0,0,0,0,0,0,0,0,0,1,1,1
148654003,University of Illinois Springfield,Innovate Springfield,15 S. Old State Capitol Plaza,Springfield,IL,62701,1,"Public, 4-year or above",1970,2176,4146,,,,0,0,0,0,0,0,0,1,1
148672001,Sauk Valley Community College,Sauk Valley Community College,173 ILLINOIS RT 2,DIXON,IL,61021,4,"Public, 2-year",518,868,1386,0,0,0,0,0,0,0,0,0,1,1,1
148821001,Shawnee Community College,Main Campus,8364 SHAWNEE COLLEGE RD,ULLIN,IL,62992,4,"Public, 2-year",401,775,1176,0,0,0,0,0,0,0,0,0,1,1,1
148821002,Shawnee Community College,Anna Extension Center,1150 E. Vienna St.,Anna,IL,62906,4,"Public, 2-year",401,775,1176,0,0,0,0,0,0,0,0,0,1,1,1
148821003,Shawnee Community College,Metropolis Regional Education and Training Center,5385 Industrial Park Road,Metropolis,IL,62960,4,"Public, 2-year",401,775,1176,0,0,0,0,0,0,0,0,0,1,1,1
148876001,Saint Augustine College,Main Campus,1333-45 W ARGYLE,CHICAGO,IL,606403501,2,"Private nonprofit, 4-year or above",189,712,901,0,0,0,0,0,0,0,0,0,1,1,1
148876002,Saint Augustine College,South Satellite,2610 W. 25th Place,Chicago,IL,60608,2,"Private nonprofit, 4-year or above",189,712,901,0,0,0,0,0,0,0,0,0,1,1,1
148876003,Saint Augustine College,West Town Satellite,3255 W. Armitage,Chicago,IL,60647,2,"Private nonprofit, 4-year or above",189,712,901,0,0,0,0,0,0,0,0,0,1,1,1
148876004,Saint Augustine College,Southeast Location,11000 S. Ewing Avenue,Chicago,IL,60617,2,"Private nonprofit, 4-year or above",189,712,901,0,0,0,0,0,0,0,0,0,1,1,1
148876005,Saint Augustine College,Aurora Campus,841 N. Lake St.,Aurora,IL,60506,2,"Private nonprofit, 4-year or above",189,712,901,0,0,0,0,0,0,0,0,0,1,1,1
148885001,University of Saint Mary of the Lake,Main Campus,1000 E. Maple Avenue,Mundelein,IL,600601174,2,"Private nonprofit, 4-year or above",168,18,186,0,0,0,0,0,0,0,0,0,1,1,1
148937001,Southeastern Illinois College,Main Campus,3575 College Road,Harrisburg,IL,62946,4,"Public, 2-year",533,730,1263,0,1,0,0,0,0,0,0,0,1,1,1
148955001,National Latino Education Institute,Main Campus,2011 W PERSHING RD,CHICAGO,IL,606092205,8,"Private nonprofit, less-than 2-year",0,4,4,0,0,0,0,0,0,0,0,0,1,1,1
148982001,Spertus College,Main Campus,610 S MICHIGAN AVE,CHICAGO,IL,60605,2,"Private nonprofit, 4-year or above",41,76,117,0,0,0,0,0,0,0,0,0,1,1,1
148991001,Spoon River College,Main Campus - Canton,23235 N CO 22,CANTON,IL,615209801,4,"Public, 2-year",503,736,1239,0,0,0,0,0,0,0,0,0,1,1,1
148991002,Spoon River College,Macomb Campus,208 S Johnson,Macomb,IL,614552137,4,"Public, 2-year",503,736,1239,0,0,0,0,0,0,0,0,0,1,1,1
148991003,Spoon River College,Havana Center,324 E Randolph,Havana,IL,626441456,4,"Public, 2-year",503,736,1239,0,0,0,0,0,0,0,0,0,1,1,1
148991004,Spoon River College,Rushville Center,706 Maple Ave,Rushville,IL,626811435,4,"Public, 2-year",503,736,1239,0,0,0,0,0,0,0,0,0,1,1,1
149028001,Saint Anthony College of Nursing,Main Campus,3301 N. Mulford Road,ROCKFORD,IL,61114,2,"Private nonprofit, 4-year or above",30,261,291,0,0,0,0,0,0,0,0,0,1,1,1
149204001,Educators of Beauty College of Cosmetology-Sterling,Main Campus,211 E THIRD ST,STERLING,IL,61081,9,"Private for-profit, less-than 2-year",1,51,52,0,0,0,0,0,0,0,0,0,1,1,1
149222001,Southern Illinois University-Carbondale,Southern Illinois University Carbondale,Anthony Hall Room 116,Carbondale,IL,629014512,1,"Public, 4-year or above",5769,5597,11366,1,42,20,1,11,23,1,4,7,1,1,1
149222002,Southern Illinois University-Carbondale,Southern Illinois University School of Medicine,801 N. Rutledge,Springfield,IL,62702,1,"Public, 4-year or above",5769,5597,11366,0,1,0,0,0,0,0,0,0,1,1,1
149231001,Southern Illinois University-Edwardsville,Edwardsville Campus,IL State Rte 157,EDWARDSVILLE,IL,620261001,1,"Public, 4-year or above",5477,7383,12860,1,5,2,0,3,2,0,4,3,1,1,1
149231002,Southern Illinois University-Edwardsville,Alton School of Dental Medicine,2800 College Ave-Box 1111,Alton,IL,62002,1,"Public, 4-year or above",5477,7383,12860,0,0,0,0,0,0,0,0,0,1,1,1
149310001,Taylor Business Institute,Main Campus,180 N Wabash Ave 5th Floor,Chicago,IL,60601,6,"Private for-profit, 2-year",53,47,100,0,0,0,0,0,0,0,0,0,1,1,1
149329001,Telshe Yeshiva-Chicago,Main Campus,3535 WEST FOSTER,CHICAGO,IL,60625,2,"Private nonprofit, 4-year or above",94,0,94,0,0,0,0,0,0,0,0,0,1,1,1
149365001,South Suburban College,Main Campus,15800 S STATE ST,SOUTH HOLLAND,IL,604731200,4,"Public, 2-year",1216,2150,3366,1,1,0,0,4,0,0,0,0,1,1,1
149365002,South Suburban College,Oak Forest Center,16333 S. Kilbourn Ave.,Oak Forest,IL,60452,4,"Public, 2-year",1216,2150,3366,0,0,0,0,0,0,0,0,0,1,1,1
149499001,Tri-County Beauty Academy,Tri-County Beauty Academy,219 N STATE ST,LITCHFIELD,IL,62056,9,"Private for-profit, less-than 2-year",0,7,7,0,0,0,0,0,0,0,0,0,1,1,1
149505001,Trinity Christian College,Trinity Christian College,6601 W COLLEGE DR,PALOS HEIGHTS,IL,604630929,2,"Private nonprofit, 4-year or above",359,727,1086,0,0,0,0,0,0,0,0,0,1,1,1
149505002,Trinity Christian College,Chicago Semester,"222 W Merchandise Mart Plaza, Suite #1212",Chicago,IL,60603,2,"Private nonprofit, 4-year or above",359,727,1086,0,0,0,0,0,0,0,0,0,1,1,1
149505003,Trinity Christian College,Semester in Spain,Paeso De Christina 3,Seville,,41040,2,"Private nonprofit, 4-year or above",359,727,1086,0,0,0,0,0,0,0,0,0,1,1,1
149514001,Trinity International University-Illinois,Deerfield Campus,2065 HALF DAY RD,DEERFIELD,IL,600151283,2,"Private nonprofit, 4-year or above",960,494,1454,0,0,0,0,0,0,0,0,0,1,1,1
149514004,Trinity International University-Illinois,South Chicago Regional Center,14240 Dante,Dolton,IL,60419,2,"Private nonprofit, 4-year or above",960,494,1454,0,0,0,0,0,0,0,0,0,1,1,1
149532001,Triton College,Main Campus,2000 5th Ave.,River Grove,IL,60171,4,"Public, 2-year",3860,4959,8819,0,0,0,0,1,0,1,0,0,1,1,1
149550001,University of Spa & Cosmetology Arts,Main Campus,2913 West White Oaks Dr.,Springfield,IL,62704,9,"Private for-profit, less-than 2-year",18,140,158,0,0,0,0,0,0,0,0,0,1,1,1
149639001,VanderCook College of Music,Main Campus,3140 South Federal Street,Chicago,IL,606163731,2,"Private nonprofit, 4-year or above",159,154,313,0,0,0,0,0,0,0,0,0,1,1,1
149727001,Waubonsee Community College,Sugar Grove Campus,RT 47 AT WAUBONSEE DRIVE,SUGAR GROVE,IL,605549454,4,"Public, 2-year",3225,4339,7564,0,0,0,0,1,1,0,0,0,1,1,1
149727002,Waubonsee Community College,Downtown Aurora ,18 S. River St.,Aurora,IL,605064134,4,"Public, 2-year",3225,4339,7564,,,,0,0,1,0,0,0,0,1,1
149727003,Waubonsee Community College,Plano Campus ,100 Waubonsee Drive,Plano,IL,60545,4,"Public, 2-year",3225,4339,7564,,,,0,0,0,0,0,0,0,1,1
149727004,Waubonsee Community College,Fox Valley,2060 Ogden Ave,Aurora,IL,605047222,4,"Public, 2-year",3225,4339,7564,,,,0,0,0,0,0,0,0,1,1
149763001,Resurrection University,Main Campus,1431 North Claremont,Chicago,IL,60622,2,"Private nonprofit, 4-year or above",131,622,753,0,0,0,0,0,0,0,0,0,1,1,1
149772001,Western Illinois University,Macomb Campus,1 UNIVERSITY CIRCLE,MACOMB,IL,61455,1,"Public, 4-year or above",3275,4215,7490,0,16,24,1,17,16,1,0,4,1,1,1
149772002,Western Illinois University,Moline Campus,3300 River Drive,Moline,IL,612655830,1,"Public, 4-year or above",3275,4215,7490,0,0,0,0,0,0,0,0,0,1,1,1
149781001,Wheaton College,Main Campus,501 E COLLEGE AVE,WHEATON,IL,601875593,2,"Private nonprofit, 4-year or above",1223,1685,2908,0,0,0,0,0,0,0,1,0,1,1,1
149781003,Wheaton College,Honeyrock Campus,8660 Honey Rock Rd,Three Lakes,WI,54562,2,"Private nonprofit, 4-year or above",1223,1685,2908,0,0,0,0,0,0,0,0,0,1,1,1
149781004,Wheaton College,Chicago Campus,500 E. 61st St.,Chicago,IL,60637,2,"Private nonprofit, 4-year or above",1223,1685,2908,,,,0,0,0,0,0,0,0,1,1
149842001,William Rainey Harper College,Palatine Campus,1200 W ALGONQUIN RD,PALATINE,IL,600677398,4,"Public, 2-year",5366,6833,12199,1,0,0,1,1,0,0,0,0,1,1,1
149842002,William Rainey Harper College,Harper College - Learning and Career Center,1375 S. Wolf Road,Prospect Heights,IL,60070,4,"Public, 2-year",5366,6833,12199,0,0,0,0,0,0,0,0,0,1,1,1
149842003,William Rainey Harper College,Harper College - Harper Professional Center,650 E. Higgins Road,Schaumburg,IL,60173,4,"Public, 2-year",5366,6833,12199,0,0,0,0,0,0,0,0,0,1,1,1
150066001,Anderson University,Main Campus,1100 E 5TH ST,ANDERSON,IN,460123495,2,"Private nonprofit, 4-year or above",621,785,1406,0,0,0,0,0,0,0,0,0,1,1,1
150136001,Ball State University,Main Campus,2000 W UNIVERSITY AVE,MUNCIE,IN,47306,1,"Public, 4-year or above",7436,14161,21597,0,15,39,1,12,34,1,13,3,1,1,1
150136002,Ball State University,CAP: INDY,25 North Pine St,Indianapolis,IN,46202,1,"Public, 4-year or above",7436,14161,21597,0,0,0,0,0,0,0,0,0,1,1,1
150136003,Ball State University,Fishers Center,12175 Visionary Way,Fishers,IN,46038,1,"Public, 4-year or above",7436,14161,21597,0,0,0,0,0,0,0,0,0,1,1,1
150145001,Bethel University,Main Campus,1001 Bethel Circle,MISHAWAKA,IN,46545,2,"Private nonprofit, 4-year or above",491,871,1362,0,0,2,0,0,0,0,0,0,1,1,1
150163001,Butler University,Butler University,4600 SUNSET AVE,INDIANAPOLIS,IN,46208,2,"Private nonprofit, 4-year or above",2146,3398,5544,0,19,51,0,4,26,0,0,14,1,1,1
150172001,Calumet College of Saint Joseph,Main Campus,2400 New York Ave.,Whiting,IN,463942146,2,"Private nonprofit, 4-year or above",360,334,694,0,0,0,0,0,0,0,0,0,1,1,1
150215001,Christian Theological Seminary,Main South Campus,1000 W 42ND ST,INDIANAPOLIS,IN,462083301,2,"Private nonprofit, 4-year or above",61,95,156,0,0,1,0,0,0,0,0,0,1,1,1
150251001,College of Court Reporting Inc,Main Campus,455 West Lincolnway,Valparaiso,IN,46385,6,"Private for-profit, 2-year",6,117,123,0,0,0,0,0,0,0,0,0,1,1,1
150288001,Concordia Theological Seminary,Concordia Theological Seminary,6600 N CLINTON ST,FORT WAYNE,IN,468254996,2,"Private nonprofit, 4-year or above",258,37,295,0,0,0,0,0,0,0,0,0,1,1,1
150303001,Tricoci University of Beauty Culture-Highland,"Tricoci University of Beauty Culture, LLC",2549 Highway Ave,Highland,IN,46322,9,"Private for-profit, less-than 2-year",12,265,277,0,0,0,0,0,0,0,0,0,1,1,1
150400001,DePauw University,Main Campus,313 S LOCUST ST,GREENCASTLE,IN,461351772,2,"Private nonprofit, 4-year or above",845,907,1752,0,11,17,0,8,8,0,1,3,1,1,1
150428001,Don Roberts School of Hair Design,Main Campus,152 East US Route 30,Schererville,IN,46375,9,"Private for-profit, less-than 2-year",1,21,22,0,0,0,0,0,0,0,0,0,1,1,1
150455001,Earlham College,Earlham College,801 National Road West,Richmond,IN,473744095,2,"Private nonprofit, 4-year or above",347,468,815,0,0,0,0,1,0,0,0,0,1,1,1
150534001,University of Evansville,Main Campus,1800 LINCOLN AVE,EVANSVILLE,IN,47722,2,"Private nonprofit, 4-year or above",934,1389,2323,0,0,2,0,1,5,0,0,0,1,1,1
150534002,University of Evansville,Harlaxton College,"Harlaxton, Grantham, Linconshire NG32 1AG UK",Harlaxton,,NG32 1AG UK,2,"Private nonprofit, 4-year or above",934,1389,2323,0,0,0,0,0,0,0,0,0,1,1,1
150604001,Franklin College,Franklin College,101 Branigin Blvd.,FRANKLIN,IN,461312598,2,"Private nonprofit, 4-year or above",466,528,994,0,0,2,0,0,1,0,0,1,1,1,1
150668001,Goshen College,Main Campus,1700 S MAIN ST,GOSHEN,IN,465264794,2,"Private nonprofit, 4-year or above",320,579,899,0,0,0,1,0,0,0,0,0,1,1,1
150677001,Grace College and Theological Seminary,Main Campus,200 Seminary Drive,Winona Lake,IN,46590,2,"Private nonprofit, 4-year or above",785,1116,1901,0,0,4,0,5,12,0,0,2,1,1,1
150756001,Hanover College,Hanover College,517 Ball Drive,Hanover,IN,47243,2,"Private nonprofit, 4-year or above",476,552,1028,0,0,0,0,3,0,0,1,0,1,1,1
