"VariableName","Value","ValueLabel"
"Fips County code (HD2019)","28093","Marshall County, MS"
"Fips County code (HD2019)","28095","Monroe County, MS"
"Fips County code (HD2019)","28101","Newton County, MS"
"Fips County code (HD2019)","28105","Oktibbeha County, MS"
"Fips County code (HD2019)","28109","Pearl River County, MS"
"Fips County code (HD2019)","28113","Pike County, MS"
"Fips County code (HD2019)","28115","Pontotoc County, MS"
"Fips County code (HD2019)","28117","Prentiss County, MS"
"Fips County code (HD2019)","28121","Rankin County, MS"
"Fips County code (HD2019)","28131","Stone County, MS"
"Fips County code (HD2019)","28133","Sunflower County, MS"
"Fips County code (HD2019)","28137","Tate County, MS"
"Fips County code (HD2019)","28139","Tippah County, MS"
"Fips County code (HD2019)","28151","Washington County, MS"
"Fips County code (HD2019)","29001","Adair County, MO"
"Fips County code (HD2019)","29019","Boone County, MO"
"Fips County code (HD2019)","29021","Buchanan County, MO"
"Fips County code (HD2019)","29023","Butler County, MO"
"Fips County code (HD2019)","29027","Callaway County, MO"
"Fips County code (HD2019)","29029","Camden County, MO"
"Fips County code (HD2019)","29031","Cape Girardeau County, MO"
"Fips County code (HD2019)","29037","Cass County, MO"
"Fips County code (HD2019)","29047","Clay County, MO"
"Fips County code (HD2019)","29051","Cole County, MO"
"Fips County code (HD2019)","29071","Franklin County, MO"
"Fips County code (HD2019)","29077","Greene County, MO"
"Fips County code (HD2019)","29079","Grundy County, MO"
"Fips County code (HD2019)","29083","Henry County, MO"
"Fips County code (HD2019)","29089","Howard County, MO"
"Fips County code (HD2019)","29091","Howell County, MO"
"Fips County code (HD2019)","29095","Jackson County, MO"
"Fips County code (HD2019)","29097","Jasper County, MO"
"Fips County code (HD2019)","29099","Jefferson County, MO"
"Fips County code (HD2019)","29101","Johnson County, MO"
"Fips County code (HD2019)","29105","Laclede County, MO"
"Fips County code (HD2019)","29107","Lafayette County, MO"
"Fips County code (HD2019)","29111","Lewis County, MO"
"Fips County code (HD2019)","29117","Livingston County, MO"
"Fips County code (HD2019)","29127","Marion County, MO"
"Fips County code (HD2019)","29145","Newton County, MO"
"Fips County code (HD2019)","29147","Nodaway County, MO"
"Fips County code (HD2019)","29151","Osage County, MO"
"Fips County code (HD2019)","29159","Pettis County, MO"
"Fips County code (HD2019)","29161","Phelps County, MO"
"Fips County code (HD2019)","29163","Pike County, MO"
"Fips County code (HD2019)","29165","Platte County, MO"
"Fips County code (HD2019)","29167","Polk County, MO"
"Fips County code (HD2019)","29169","Pulaski County, MO"
"Fips County code (HD2019)","29175","Randolph County, MO"
"Fips County code (HD2019)","29183","St. Charles County, MO"
"Fips County code (HD2019)","29187","St. Francois County, MO"
"Fips County code (HD2019)","29189","St. Louis County, MO"
"Fips County code (HD2019)","29195","Saline County, MO"
"Fips County code (HD2019)","29201","Scott County, MO"
"Fips County code (HD2019)","29213","Taney County, MO"
"Fips County code (HD2019)","29215","Texas County, MO"
"Fips County code (HD2019)","29217","Vernon County, MO"
"Fips County code (HD2019)","29225","Webster County, MO"
"Fips County code (HD2019)","29510","St. Louis City, MO"
"Fips County code (HD2019)","30001","Beaverhead County, MT"
"Fips County code (HD2019)","30003","Big Horn County, MT"
"Fips County code (HD2019)","30005","Blaine County, MT"
"Fips County code (HD2019)","30013","Cascade County, MT"
"Fips County code (HD2019)","30015","Chouteau County, MT"
"Fips County code (HD2019)","30017","Custer County, MT"
"Fips County code (HD2019)","30021","Dawson County, MT"
"Fips County code (HD2019)","30029","Flathead County, MT"
"Fips County code (HD2019)","30031","Gallatin County, MT"
"Fips County code (HD2019)","30035","Glacier County, MT"
"Fips County code (HD2019)","30041","Hill County, MT"
"Fips County code (HD2019)","30047","Lake County, MT"
"Fips County code (HD2019)","30049","Lewis and Clark County, MT"
"Fips County code (HD2019)","30063","Missoula County, MT"
"Fips County code (HD2019)","30081","Ravalli County, MT"
"Fips County code (HD2019)","30085","Roosevelt County, MT"
"Fips County code (HD2019)","30087","Rosebud County, MT"
"Fips County code (HD2019)","30093","Silver Bow County, MT"
"Fips County code (HD2019)","30111","Yellowstone County, MT"
"Fips County code (HD2019)","31001","Adams County, NE"
"Fips County code (HD2019)","31019","Buffalo County, NE"
"Fips County code (HD2019)","31045","Dawes County, NE"
"Fips County code (HD2019)","31053","Dodge County, NE"
"Fips County code (HD2019)","31055","Douglas County, NE"
"Fips County code (HD2019)","31063","Frontier County, NE"
"Fips County code (HD2019)","31079","Hall County, NE"
"Fips County code (HD2019)","31109","Lancaster County, NE"
"Fips County code (HD2019)","31111","Lincoln County, NE"
"Fips County code (HD2019)","31119","Madison County, NE"
"Fips County code (HD2019)","31127","Nemaha County, NE"
"Fips County code (HD2019)","31151","Saline County, NE"
"Fips County code (HD2019)","31153","Sarpy County, NE"
"Fips County code (HD2019)","31157","Scotts Bluff County, NE"
"Fips County code (HD2019)","31159","Seward County, NE"
"Fips County code (HD2019)","31173","Thurston County, NE"
"Fips County code (HD2019)","31179","Wayne County, NE"
"Fips County code (HD2019)","31185","York County, NE"
"Fips County code (HD2019)","32003","Clark County, NV"
"Fips County code (HD2019)","32007","Elko County, NV"
"Fips County code (HD2019)","32031","Washoe County, NV"
"Fips County code (HD2019)","32510","Carson City, NV"
"Fips County code (HD2019)","33001","Belknap County, NH"
"Fips County code (HD2019)","33005","Cheshire County, NH"
"Fips County code (HD2019)","33007","Coos County, NH"
"Fips County code (HD2019)","33009","Grafton County, NH"
"Fips County code (HD2019)","33011","Hillsborough County, NH"
"Fips County code (HD2019)","33013","Merrimack County, NH"
"Fips County code (HD2019)","33015","Rockingham County, NH"
"Fips County code (HD2019)","33017","Strafford County, NH"
"Fips County code (HD2019)","33019","Sullivan County, NH"
"Fips County code (HD2019)","34001","Atlantic County, NJ"
"Fips County code (HD2019)","34003","Bergen County, NJ"
"Fips County code (HD2019)","34005","Burlington County, NJ"
"Fips County code (HD2019)","34007","Camden County, NJ"
"Fips County code (HD2019)","34011","Cumberland County, NJ"
"Fips County code (HD2019)","34013","Essex County, NJ"
"Fips County code (HD2019)","34015","Gloucester County, NJ"
"Fips County code (HD2019)","34017","Hudson County, NJ"
"Fips County code (HD2019)","34021","Mercer County, NJ"
"Fips County code (HD2019)","34023","Middlesex County, NJ"
"Fips County code (HD2019)","34025","Monmouth County, NJ"
"Fips County code (HD2019)","34027","Morris County, NJ"
"Fips County code (HD2019)","34029","Ocean County, NJ"
"Fips County code (HD2019)","34031","Passaic County, NJ"
"Fips County code (HD2019)","34033","Salem County, NJ"
"Fips County code (HD2019)","34035","Somerset County, NJ"
"Fips County code (HD2019)","34037","Sussex County, NJ"
"Fips County code (HD2019)","34039","Union County, NJ"
"Fips County code (HD2019)","34041","Warren County, NJ"
"Fips County code (HD2019)","35001","Bernalillo County, NM"
"Fips County code (HD2019)","35005","Chaves County, NM"
"Fips County code (HD2019)","35006","Cibola County, NM"
"Fips County code (HD2019)","35009","Curry County, NM"
"Fips County code (HD2019)","35013","Dona Ana County, NM"
"Fips County code (HD2019)","35015","Eddy County, NM"
"Fips County code (HD2019)","35017","Grant County, NM"
"Fips County code (HD2019)","35025","Lea County, NM"
"Fips County code (HD2019)","35027","Lincoln County, NM"
"Fips County code (HD2019)","35028","Los Alamos County, NM"
"Fips County code (HD2019)","35031","McKinley County, NM"
"Fips County code (HD2019)","35035","Otero County, NM"
"Fips County code (HD2019)","35037","Quay County, NM"
"Fips County code (HD2019)","35039","Rio Arriba County, NM"
"Fips County code (HD2019)","35041","Roosevelt County, NM"
"Fips County code (HD2019)","35043","Sandoval County, NM"
"Fips County code (HD2019)","35045","San Juan County, NM"
"Fips County code (HD2019)","35047","San Miguel County, NM"
"Fips County code (HD2019)","35049","Santa Fe County, NM"
"Fips County code (HD2019)","35053","Socorro County, NM"
"Fips County code (HD2019)","35055","Taos County, NM"
"Fips County code (HD2019)","35061","Valencia County, NM"
"Fips County code (HD2019)","36001","Albany County, NY"
"Fips County code (HD2019)","36003","Allegany County, NY"
"Fips County code (HD2019)","36005","Bronx County, NY"
"Fips County code (HD2019)","36007","Broome County, NY"
"Fips County code (HD2019)","36009","Cattaraugus County, NY"
"Fips County code (HD2019)","36011","Cayuga County, NY"
"Fips County code (HD2019)","36013","Chautauqua County, NY"
"Fips County code (HD2019)","36015","Chemung County, NY"
"Fips County code (HD2019)","36017","Chenango County, NY"
"Fips County code (HD2019)","36019","Clinton County, NY"
"Fips County code (HD2019)","36021","Columbia County, NY"
"Fips County code (HD2019)","36023","Cortland County, NY"
"Fips County code (HD2019)","36025","Delaware County, NY"
"Fips County code (HD2019)","36027","Dutchess County, NY"
"Fips County code (HD2019)","36029","Erie County, NY"
"Fips County code (HD2019)","36031","Essex County, NY"
"Fips County code (HD2019)","36033","Franklin County, NY"
"Fips County code (HD2019)","36037","Genesee County, NY"
"Fips County code (HD2019)","36043","Herkimer County, NY"
"Fips County code (HD2019)","36045","Jefferson County, NY"
"Fips County code (HD2019)","36047","Kings County, NY"
"Fips County code (HD2019)","36051","Livingston County, NY"
"Fips County code (HD2019)","36053","Madison County, NY"
"Fips County code (HD2019)","36055","Monroe County, NY"
"Fips County code (HD2019)","36057","Montgomery County, NY"
"Fips County code (HD2019)","36059","Nassau County, NY"
"Fips County code (HD2019)","36061","New York County, NY"
"Fips County code (HD2019)","36063","Niagara County, NY"
"Fips County code (HD2019)","36065","Oneida County, NY"
"Fips County code (HD2019)","36067","Onondaga County, NY"
"Fips County code (HD2019)","36069","Ontario County, NY"
"Fips County code (HD2019)","36071","Orange County, NY"
"Fips County code (HD2019)","36075","Oswego County, NY"
"Fips County code (HD2019)","36077","Otsego County, NY"
"Fips County code (HD2019)","36081","Queens County, NY"
"Fips County code (HD2019)","36083","Rensselaer County, NY"
"Fips County code (HD2019)","36085","Richmond County, NY"
"Fips County code (HD2019)","36087","Rockland County, NY"
"Fips County code (HD2019)","36089","St. Lawrence County, NY"
"Fips County code (HD2019)","36091","Saratoga County, NY"
"Fips County code (HD2019)","36093","Schenectady County, NY"
"Fips County code (HD2019)","36095","Schoharie County, NY"
"Fips County code (HD2019)","36099","Seneca County, NY"
"Fips County code (HD2019)","36101","Steuben County, NY"
"Fips County code (HD2019)","36103","Suffolk County, NY"
"Fips County code (HD2019)","36105","Sullivan County, NY"
"Fips County code (HD2019)","36109","Tompkins County, NY"
"Fips County code (HD2019)","36111","Ulster County, NY"
"Fips County code (HD2019)","36113","Warren County, NY"
"Fips County code (HD2019)","36115","Washington County, NY"
"Fips County code (HD2019)","36117","Wayne County, NY"
"Fips County code (HD2019)","36119","Westchester County, NY"
"Fips County code (HD2019)","36123","Yates County, NY"
"Fips County code (HD2019)","37001","Alamance County, NC"
"Fips County code (HD2019)","37007","Anson County, NC"
"Fips County code (HD2019)","37011","Avery County, NC"
"Fips County code (HD2019)","37013","Beaufort County, NC"
"Fips County code (HD2019)","37017","Bladen County, NC"
"Fips County code (HD2019)","37019","Brunswick County, NC"
"Fips County code (HD2019)","37021","Buncombe County, NC"
"Fips County code (HD2019)","37023","Burke County, NC"
"Fips County code (HD2019)","37025","Cabarrus County, NC"
"Fips County code (HD2019)","37027","Caldwell County, NC"
"Fips County code (HD2019)","37031","Carteret County, NC"
"Fips County code (HD2019)","37035","Catawba County, NC"
"Fips County code (HD2019)","37039","Cherokee County, NC"
"Fips County code (HD2019)","37045","Cleveland County, NC"
"Fips County code (HD2019)","37047","Columbus County, NC"
"Fips County code (HD2019)","37049","Craven County, NC"
"Fips County code (HD2019)","37051","Cumberland County, NC"
"Fips County code (HD2019)","37057","Davidson County, NC"
"Fips County code (HD2019)","37061","Duplin County, NC"
"Fips County code (HD2019)","37063","Durham County, NC"
"Fips County code (HD2019)","37065","Edgecombe County, NC"
"Fips County code (HD2019)","37067","Forsyth County, NC"
"Fips County code (HD2019)","37069","Franklin County, NC"
"Fips County code (HD2019)","37071","Gaston County, NC"
"Fips County code (HD2019)","37081","Guilford County, NC"
"Fips County code (HD2019)","37083","Halifax County, NC"
"Fips County code (HD2019)","37085","Harnett County, NC"
"Fips County code (HD2019)","37087","Haywood County, NC"
"Fips County code (HD2019)","37089","Henderson County, NC"
"Fips County code (HD2019)","37091","Hertford County, NC"
"Fips County code (HD2019)","37097","Iredell County, NC"
"Fips County code (HD2019)","37099","Jackson County, NC"
"Fips County code (HD2019)","37101","Johnston County, NC"
"Fips County code (HD2019)","37105","Lee County, NC"
"Fips County code (HD2019)","37107","Lenoir County, NC"
"Fips County code (HD2019)","37111","McDowell County, NC"
"Fips County code (HD2019)","37115","Madison County, NC"
"Fips County code (HD2019)","37117","Martin County, NC"
"Fips County code (HD2019)","37119","Mecklenburg County, NC"
"Fips County code (HD2019)","37123","Montgomery County, NC"
"Fips County code (HD2019)","37125","Moore County, NC"
"Fips County code (HD2019)","37127","Nash County, NC"
"Fips County code (HD2019)","37129","New Hanover County, NC"
"Fips County code (HD2019)","37133","Onslow County, NC"
"Fips County code (HD2019)","37135","Orange County, NC"
"Fips County code (HD2019)","37137","Pamlico County, NC"
"Fips County code (HD2019)","37139","Pasquotank County, NC"
"Fips County code (HD2019)","37145","Person County, NC"
"Fips County code (HD2019)","37147","Pitt County, NC"
"Fips County code (HD2019)","37151","Randolph County, NC"
"Fips County code (HD2019)","37153","Richmond County, NC"
"Fips County code (HD2019)","37155","Robeson County, NC"
"Fips County code (HD2019)","37157","Rockingham County, NC"
"Fips County code (HD2019)","37159","Rowan County, NC"
"Fips County code (HD2019)","37161","Rutherford County, NC"
"Fips County code (HD2019)","37163","Sampson County, NC"
"Fips County code (HD2019)","37165","Scotland County, NC"
"Fips County code (HD2019)","37167","Stanly County, NC"
"Fips County code (HD2019)","37171","Surry County, NC"
"Fips County code (HD2019)","37175","Transylvania County, NC"
"Fips County code (HD2019)","37179","Union County, NC"
"Fips County code (HD2019)","37181","Vance County, NC"
"Fips County code (HD2019)","37183","Wake County, NC"
"Fips County code (HD2019)","37189","Watauga County, NC"
"Fips County code (HD2019)","37191","Wayne County, NC"
"Fips County code (HD2019)","37193","Wilkes County, NC"
"Fips County code (HD2019)","37195","Wilson County, NC"
"Fips County code (HD2019)","38003","Barnes County, ND"
"Fips County code (HD2019)","38005","Benson County, ND"
"Fips County code (HD2019)","38009","Bottineau County, ND"
"Fips County code (HD2019)","38015","Burleigh County, ND"
"Fips County code (HD2019)","38017","Cass County, ND"
"Fips County code (HD2019)","38021","Dickey County, ND"
"Fips County code (HD2019)","38035","Grand Forks County, ND"
"Fips County code (HD2019)","38061","Mountrail County, ND"
"Fips County code (HD2019)","38071","Ramsey County, ND"
"Fips County code (HD2019)","38077","Richland County, ND"
"Fips County code (HD2019)","38079","Rolette County, ND"
"Fips County code (HD2019)","38085","Sioux County, ND"
"Fips County code (HD2019)","38089","Stark County, ND"
"Fips County code (HD2019)","38093","Stutsman County, ND"
"Fips County code (HD2019)","38097","Traill County, ND"
"Fips County code (HD2019)","38101","Ward County, ND"
"Fips County code (HD2019)","38105","Williams County, ND"
"Fips County code (HD2019)","39003","Allen County, OH"
"Fips County code (HD2019)","39005","Ashland County, OH"
"Fips County code (HD2019)","39007","Ashtabula County, OH"
"Fips County code (HD2019)","39009","Athens County, OH"
"Fips County code (HD2019)","39013","Belmont County, OH"
"Fips County code (HD2019)","39015","Brown County, OH"
"Fips County code (HD2019)","39017","Butler County, OH"
"Fips County code (HD2019)","39021","Champaign County, OH"
"Fips County code (HD2019)","39023","Clark County, OH"
"Fips County code (HD2019)","39025","Clermont County, OH"
"Fips County code (HD2019)","39027","Clinton County, OH"
"Fips County code (HD2019)","39029","Columbiana County, OH"
"Fips County code (HD2019)","39035","Cuyahoga County, OH"
"Fips County code (HD2019)","39039","Defiance County, OH"
"Fips County code (HD2019)","39041","Delaware County, OH"
"Fips County code (HD2019)","39043","Erie County, OH"
"Fips County code (HD2019)","39045","Fairfield County, OH"
"Fips County code (HD2019)","39049","Franklin County, OH"
"Fips County code (HD2019)","39053","Gallia County, OH"
"Fips County code (HD2019)","39055","Geauga County, OH"
"Fips County code (HD2019)","39057","Greene County, OH"
"Fips County code (HD2019)","39061","Hamilton County, OH"
"Fips County code (HD2019)","39063","Hancock County, OH"
"Fips County code (HD2019)","39065","Hardin County, OH"
"Fips County code (HD2019)","39069","Henry County, OH"
"Fips County code (HD2019)","39071","Highland County, OH"
"Fips County code (HD2019)","39077","Huron County, OH"
"Fips County code (HD2019)","39081","Jefferson County, OH"
"Fips County code (HD2019)","39083","Knox County, OH"
"Fips County code (HD2019)","39085","Lake County, OH"
"Fips County code (HD2019)","39087","Lawrence County, OH"
"Fips County code (HD2019)","39089","Licking County, OH"
"Fips County code (HD2019)","39093","Lorain County, OH"
"Fips County code (HD2019)","39095","Lucas County, OH"
"Fips County code (HD2019)","39097","Madison County, OH"
"Fips County code (HD2019)","39099","Mahoning County, OH"
"Fips County code (HD2019)","39101","Marion County, OH"
"Fips County code (HD2019)","39103","Medina County, OH"
"Fips County code (HD2019)","39107","Mercer County, OH"
"Fips County code (HD2019)","39109","Miami County, OH"
"Fips County code (HD2019)","39113","Montgomery County, OH"
"Fips County code (HD2019)","39119","Muskingum County, OH"
"Fips County code (HD2019)","39129","Pickaway County, OH"
"Fips County code (HD2019)","39131","Pike County, OH"
"Fips County code (HD2019)","39133","Portage County, OH"
"Fips County code (HD2019)","39139","Richland County, OH"
"Fips County code (HD2019)","39141","Ross County, OH"
"Fips County code (HD2019)","39143","Sandusky County, OH"
"Fips County code (HD2019)","39145","Scioto County, OH"
"Fips County code (HD2019)","39147","Seneca County, OH"
"Fips County code (HD2019)","39151","Stark County, OH"
"Fips County code (HD2019)","39153","Summit County, OH"
"Fips County code (HD2019)","39155","Trumbull County, OH"
"Fips County code (HD2019)","39157","Tuscarawas County, OH"
"Fips County code (HD2019)","39161","Van Wert County, OH"
"Fips County code (HD2019)","39165","Warren County, OH"
"Fips County code (HD2019)","39167","Washington County, OH"
"Fips County code (HD2019)","39169","Wayne County, OH"
"Fips County code (HD2019)","39173","Wood County, OH"
"Fips County code (HD2019)","40013","Bryan County, OK"
"Fips County code (HD2019)","40015","Caddo County, OK"
"Fips County code (HD2019)","40017","Canadian County, OK"
"Fips County code (HD2019)","40019","Carter County, OK"
"Fips County code (HD2019)","40021","Cherokee County, OK"
"Fips County code (HD2019)","40027","Cleveland County, OK"
"Fips County code (HD2019)","40031","Comanche County, OK"
"Fips County code (HD2019)","40037","Creek County, OK"
"Fips County code (HD2019)","40039","Custer County, OK"
"Fips County code (HD2019)","40041","Delaware County, OK"
"Fips County code (HD2019)","40047","Garfield County, OK"
"Fips County code (HD2019)","40051","Grady County, OK"
"Fips County code (HD2019)","40063","Hughes County, OK"
"Fips County code (HD2019)","40065","Jackson County, OK"
"Fips County code (HD2019)","40069","Johnston County, OK"
"Fips County code (HD2019)","40071","Kay County, OK"
"Fips County code (HD2019)","40073","Kingfisher County, OK"
"Fips County code (HD2019)","40077","Latimer County, OK"
"Fips County code (HD2019)","40079","Le Flore County, OK"
"Fips County code (HD2019)","40083","Logan County, OK"
"Fips County code (HD2019)","40087","McClain County, OK"
"Fips County code (HD2019)","40089","McCurtain County, OK"
"Fips County code (HD2019)","40093","Major County, OK"
"Fips County code (HD2019)","40097","Mayes County, OK"
"Fips County code (HD2019)","40101","Muskogee County, OK"
"Fips County code (HD2019)","40109","Oklahoma County, OK"
"Fips County code (HD2019)","40111","Okmulgee County, OK"
"Fips County code (HD2019)","40115","Ottawa County, OK"
"Fips County code (HD2019)","40119","Payne County, OK"
"Fips County code (HD2019)","40121","Pittsburg County, OK"
"Fips County code (HD2019)","40123","Pontotoc County, OK"
"Fips County code (HD2019)","40125","Pottawatomie County, OK"
"Fips County code (HD2019)","40131","Rogers County, OK"
"Fips County code (HD2019)","40133","Seminole County, OK"
"Fips County code (HD2019)","40137","Stephens County, OK"
"Fips County code (HD2019)","40139","Texas County, OK"
"Fips County code (HD2019)","40143","Tulsa County, OK"
"Fips County code (HD2019)","40147","Washington County, OK"
"Fips County code (HD2019)","40149","Washita County, OK"
"Fips County code (HD2019)","40151","Woods County, OK"
"Fips County code (HD2019)","40153","Woodward County, OK"
"Fips County code (HD2019)","41003","Benton County, OR"
"Fips County code (HD2019)","41005","Clackamas County, OR"
"Fips County code (HD2019)","41007","Clatsop County, OR"
"Fips County code (HD2019)","41011","Coos County, OR"
"Fips County code (HD2019)","41017","Deschutes County, OR"
"Fips County code (HD2019)","41019","Douglas County, OR"
"Fips County code (HD2019)","41029","Jackson County, OR"
"Fips County code (HD2019)","41033","Josephine County, OR"
"Fips County code (HD2019)","41035","Klamath County, OR"
"Fips County code (HD2019)","41039","Lane County, OR"
"Fips County code (HD2019)","41041","Lincoln County, OR"
"Fips County code (HD2019)","41043","Linn County, OR"
"Fips County code (HD2019)","41045","Malheur County, OR"
"Fips County code (HD2019)","41047","Marion County, OR"
"Fips County code (HD2019)","41051","Multnomah County, OR"
"Fips County code (HD2019)","41053","Polk County, OR"
"Fips County code (HD2019)","41057","Tillamook County, OR"
"Fips County code (HD2019)","41059","Umatilla County, OR"
"Fips County code (HD2019)","41061","Union County, OR"
"Fips County code (HD2019)","41065","Wasco County, OR"
"Fips County code (HD2019)","41067","Washington County, OR"
"Fips County code (HD2019)","41071","Yamhill County, OR"
"Fips County code (HD2019)","42001","Adams County, PA"
"Fips County code (HD2019)","42003","Allegheny County, PA"
"Fips County code (HD2019)","42005","Armstrong County, PA"
"Fips County code (HD2019)","42007","Beaver County, PA"
"Fips County code (HD2019)","42011","Berks County, PA"
"Fips County code (HD2019)","42013","Blair County, PA"
"Fips County code (HD2019)","42015","Bradford County, PA"
"Fips County code (HD2019)","42017","Bucks County, PA"
"Fips County code (HD2019)","42019","Butler County, PA"
"Fips County code (HD2019)","42021","Cambria County, PA"
"Fips County code (HD2019)","42027","Centre County, PA"
"Fips County code (HD2019)","42029","Chester County, PA"
"Fips County code (HD2019)","42031","Clarion County, PA"
"Fips County code (HD2019)","42033","Clearfield County, PA"
"Fips County code (HD2019)","42035","Clinton County, PA"
"Fips County code (HD2019)","42037","Columbia County, PA"
"Fips County code (HD2019)","42039","Crawford County, PA"
"Fips County code (HD2019)","42041","Cumberland County, PA"
"Fips County code (HD2019)","42043","Dauphin County, PA"
"Fips County code (HD2019)","42045","Delaware County, PA"
"Fips County code (HD2019)","42049","Erie County, PA"
"Fips County code (HD2019)","42051","Fayette County, PA"
"Fips County code (HD2019)","42055","Franklin County, PA"
"Fips County code (HD2019)","42059","Greene County, PA"
"Fips County code (HD2019)","42061","Huntingdon County, PA"
"Fips County code (HD2019)","42063","Indiana County, PA"
"Fips County code (HD2019)","42065","Jefferson County, PA"
"Fips County code (HD2019)","42069","Lackawanna County, PA"
"Fips County code (HD2019)","42071","Lancaster County, PA"
"Fips County code (HD2019)","42073","Lawrence County, PA"
"Fips County code (HD2019)","42075","Lebanon County, PA"
"Fips County code (HD2019)","42077","Lehigh County, PA"
"Fips County code (HD2019)","42079","Luzerne County, PA"
"Fips County code (HD2019)","42081","Lycoming County, PA"
"Fips County code (HD2019)","42083","McKean County, PA"
"Fips County code (HD2019)","42085","Mercer County, PA"
"Fips County code (HD2019)","42087","Mifflin County, PA"
"Fips County code (HD2019)","42089","Monroe County, PA"
"Fips County code (HD2019)","42091","Montgomery County, PA"
"Fips County code (HD2019)","42095","Northampton County, PA"
"Fips County code (HD2019)","42097","Northumberland County, PA"
"Fips County code (HD2019)","42099","Perry County, PA"
"Fips County code (HD2019)","42101","Philadelphia County, PA"
"Fips County code (HD2019)","42107","Schuylkill County, PA"
"Fips County code (HD2019)","42109","Snyder County, PA"
"Fips County code (HD2019)","42111","Somerset County, PA"
"Fips County code (HD2019)","42115","Susquehanna County, PA"
"Fips County code (HD2019)","42117","Tioga County, PA"
"Fips County code (HD2019)","42119","Union County, PA"
"Fips County code (HD2019)","42121","Venango County, PA"
"Fips County code (HD2019)","42125","Washington County, PA"
"Fips County code (HD2019)","42129","Westmoreland County, PA"
"Fips County code (HD2019)","42131","Wyoming County, PA"
"Fips County code (HD2019)","42133","York County, PA"
"Fips County code (HD2019)","44001","Bristol County, RI"
"Fips County code (HD2019)","44003","Kent County, RI"
"Fips County code (HD2019)","44005","Newport County, RI"
"Fips County code (HD2019)","44007","Providence County, RI"
"Fips County code (HD2019)","44009","Washington County, RI"
"Fips County code (HD2019)","45001","Abbeville County, SC"
"Fips County code (HD2019)","45003","Aiken County, SC"
"Fips County code (HD2019)","45005","Allendale County, SC"
"Fips County code (HD2019)","45007","Anderson County, SC"
"Fips County code (HD2019)","45009","Bamberg County, SC"
"Fips County code (HD2019)","45013","Beaufort County, SC"
"Fips County code (HD2019)","45015","Berkeley County, SC"
"Fips County code (HD2019)","45019","Charleston County, SC"
"Fips County code (HD2019)","45021","Cherokee County, SC"
"Fips County code (HD2019)","45025","Chesterfield County, SC"
"Fips County code (HD2019)","45031","Darlington County, SC"
"Fips County code (HD2019)","45035","Dorchester County, SC"
"Fips County code (HD2019)","45041","Florence County, SC"
"Fips County code (HD2019)","45045","Greenville County, SC"
"Fips County code (HD2019)","45047","Greenwood County, SC"
"Fips County code (HD2019)","45051","Horry County, SC"
"Fips County code (HD2019)","45055","Kershaw County, SC"
"Fips County code (HD2019)","45057","Lancaster County, SC"
"Fips County code (HD2019)","45059","Laurens County, SC"
"Fips County code (HD2019)","45063","Lexington County, SC"
"Fips County code (HD2019)","45067","Marion County, SC"
"Fips County code (HD2019)","45071","Newberry County, SC"
"Fips County code (HD2019)","45075","Orangeburg County, SC"
"Fips County code (HD2019)","45077","Pickens County, SC"
"Fips County code (HD2019)","45079","Richland County, SC"
"Fips County code (HD2019)","45083","Spartanburg County, SC"
"Fips County code (HD2019)","45085","Sumter County, SC"
"Fips County code (HD2019)","45087","Union County, SC"
"Fips County code (HD2019)","45089","Williamsburg County, SC"
"Fips County code (HD2019)","45091","York County, SC"
"Fips County code (HD2019)","46011","Brookings County, SD"
"Fips County code (HD2019)","46013","Brown County, SD"
"Fips County code (HD2019)","46027","Clay County, SD"
"Fips County code (HD2019)","46029","Codington County, SD"
"Fips County code (HD2019)","46035","Davison County, SD"
"Fips County code (HD2019)","46079","Lake County, SD"
"Fips County code (HD2019)","46081","Lawrence County, SD"
"Fips County code (HD2019)","46083","Lincoln County, SD"
"Fips County code (HD2019)","46099","Minnehaha County, SD"
"Fips County code (HD2019)","46102","Oglala Lakota County, SD"
"Fips County code (HD2019)","46103","Pennington County, SD"
"Fips County code (HD2019)","46109","Roberts County, SD"
"Fips County code (HD2019)","46121","Todd County, SD"
"Fips County code (HD2019)","46135","Yankton County, SD"
"Fips County code (HD2019)","47003","Bedford County, TN"
"Fips County code (HD2019)","47009","Blount County, TN"
"Fips County code (HD2019)","47011","Bradley County, TN"
"Fips County code (HD2019)","47013","Campbell County, TN"
"Fips County code (HD2019)","47017","Carroll County, TN"
"Fips County code (HD2019)","47019","Carter County, TN"
"Fips County code (HD2019)","47023","Chester County, TN"
"Fips County code (HD2019)","47025","Claiborne County, TN"
"Fips County code (HD2019)","47031","Coffee County, TN"
"Fips County code (HD2019)","47035","Cumberland County, TN"
"Fips County code (HD2019)","47037","Davidson County, TN"
"Fips County code (HD2019)","47043","Dickson County, TN"
"Fips County code (HD2019)","47045","Dyer County, TN"
"Fips County code (HD2019)","47051","Franklin County, TN"
"Fips County code (HD2019)","47053","Gibson County, TN"
"Fips County code (HD2019)","47055","Giles County, TN"
"Fips County code (HD2019)","47059","Greene County, TN"
"Fips County code (HD2019)","47063","Hamblen County, TN"
"Fips County code (HD2019)","47065","Hamilton County, TN"
"Fips County code (HD2019)","47069","Hardeman County, TN"
"Fips County code (HD2019)","47071","Hardin County, TN"
"Fips County code (HD2019)","47077","Henderson County, TN"
"Fips County code (HD2019)","47079","Henry County, TN"
