"","Name","City","State","Sector","Level of institution","Historically Black College or University","Tribal college","Undergraduate enrollment","Grad enrollment","Yield","Admission","Graduation","First year retention","Walkability","Undergrads per tenure-track professor","Undergrads per instructor","URL","Tuition and fees as a percent of core revenues","Endowment assets per FTE","Average net price-students awarded grant or scholarship aid","Liquor discipline per student (3 yr avg)","Liquor arrest per student (3 yr avg)","Drug discipline per student (3 yr avg)","Drug arrest per student (3 yr avg)","Weapon discipline per student (3 yr avg)","Weapon arrest per student (3 yr avg)","Reported rape per student (3 yr avg)","Reported fondling per student (3 yr avg)","Number of physical books","Number of physical media","Number of digital/electronic books","Total library circulations (physical and digital/electronic)","Average library loans (physical) per student or faculty member","Average library loans (physical + digital) per student or faculty member","Warmest month max temp (F)","Coldest month min temp (F)","Annual precipitation (inches)","biome","Covid vax (employees)","Covid vax (students)","Abortion","Gun law stringency","Proportion of reps voting in favor of respect for right to contraception act","Proportion of reps voting in favor of respect for marriage act"
"864","Loyola University New Orleans (New Orleans, LA)","New Orleans","LA","Private not-for-profit, 4-year or above","Four or more years","No","No",2876,626,0.19,0.75,0.62,0.78,0.55,18.3,12.3,"LoyolaUniversityNewOrleans.html",69,54099,22596,0.00123738815914715,0,0.0105653912050257,0.000190367409099562,9.51837045497811e-05,0,0.000951837045497811,0.000571102227298686,"322830","12608","59595","37654",5.9,10.1,91,42.8,61.3,"Temperate Broadleaf & Mixed Forests","No","Yes","Prohibited","F",0.166666666666667,0.166666666666667
"865","Rutgers University-Camden (Camden, NJ)","Camden","NJ","Public, 4-year or above","Four or more years","No","No",4767,700,0.09,0.79,0.65,0.85,0.66,20.7,15.3,"RutgersUniversity-Camden.html",48,7358,15381,0,0.000304859459789037,0.00365831351746845,0.00310956648984818,0.000121943783915615,6.09718919578074e-05,0.000548747027620267,6.09718919578074e-05,"290838","5486","75727","21681",2.1,3.8,86.5,23.9,43.9,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A",0.833333333333333,0.916666666666667
"866","Ohio University-Main Campus (Athens, OH)","Athens","OH","Public, 4-year or above","Four or more years","No","No",16209,3111,0.19,0.82,0.65,0.82,0.32,22.2,14.9,"OhioUniversity-MainCampus.html",50,21603,23307,0.00904071773636991,0.000431331953071084,0.000759144237405107,0.00555555555555556,0,6.90131124913734e-05,0.0011559696342305,0.000379572118702553,"1825326","261853","1306170","752302",4.1,36.9,85.3,18.7,39.7,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","D",0.3125,0.5
"867","California Baptist University (Riverside, CA)","Riverside","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",7333,1621,0.24,0.78,0.63,0.78,0.58,22.4,20.8,"CaliforniaBaptistUniversity.html",91,6276,27883,0,0,0.0021591839773658,0,0.000186136549772913,0,7.44546199091654e-05,0.000186136549772913,"126845","60134","280092","118339",1.6,12.7,93.4,40.5,9.9,"Mediterranean Forests, Woodlands & Scrub","No","No","Legal","A",0.792452830188679,0.886792452830189
"868","Spartan College of Aeronautics and Technology (Tulsa, OK)","Tulsa","OK","Private for-profit, 4-year or above","Four or more years","No","No",325,0,NA,NA,0.9,NA,0.47,Inf,Inf,"SpartanCollegeofAeronauticsandTechnology.html",100,NA,31592,0.0451282051282051,0.00102564102564103,0.0564102564102564,0,0,0,0,0,"8635","5040","0","3994",6.1,12.3,93.4,24.8,39.2,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0,0
"869","University of Health Sciences and Pharmacy in St. Louis (Saint Louis, MO)","Saint Louis","MO","Private not-for-profit, 4-year or above","Four or more years","No","No",324,679,0.36,0.92,0.82,0.86,0.51,9.3,4.8,"UniversityofHealthSciencesandPharmacyinSt.Louis.html",63,121456,25811,0.0202725157859754,0,0.00498504486540379,0,0,0,0,0,"14094","1671","228054","51139",2.5,47.8,89.8,20.5,37.9,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.25,0.375
"870","McPherson College (McPherson, KS)","McPherson","KS","Private not-for-profit, 4-year or above","Four or more years","No","No",753,17,0.23,0.52,0.41,0.58,0.34,18.4,16.7,"McPhersonCollege.html",53,62500,23872,0.000865800865800866,0,0.000865800865800866,0,0,0,0,0,"18889","500","135962","3914",3.2,4.8,91.9,18,30.4,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","F",0.25,0.25
"871","Elizabethtown College (Elizabethtown, PA)","Elizabethtown","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",1503,61,0.25,0.81,0.69,0.87,0.36,14.3,12.2,"ElizabethtownCollege.html",74,41822,25767,0.0517902813299233,0.000639386189258312,0.0132139812446718,0.000426257459505541,0.000213128729752771,0,0.00149190110826939,0.00127877237851662,"181991","9680","629420","16561",3.4,9.8,85.3,19.9,40.5,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.555555555555556,0.666666666666667
"872","Oral Roberts University (Tulsa, OK)","Tulsa","OK","Private not-for-profit, 4-year or above","Four or more years","No","No",2714,445,0.24,0.68,0.55,0.81,0.47,20.3,16.9,"OralRobertsUniversity.html",49,12768,20461,0.00147726073652,0,0.00084414899229714,0,0.000105518624037143,0.000105518624037143,0,0,"229843","36748","199054","182358",4.5,54.9,93.2,23.7,38.9,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0,0
"873","Point Park University (Pittsburgh, PA)","Pittsburgh","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",2626,204,0.16,0.73,0.6,0.75,0.52,20.4,18,"PointParkUniversity.html",93,11795,23980,0.0128386336866902,0,0.00659599528857479,0,0.000235571260306243,0,0.000824499411071849,0.00200235571260306,"51738","9479","928917","34136",5.6,11.5,84.7,18.3,37.1,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","B-",0.555555555555556,0.666666666666667
"874","Riverside College of Health Careers (Newport News, VA)","Newport News","VA","Private not-for-profit, 2-year","At least 2 but less than 4 years","No","No",290,0,0.83,0.6,0.5,1,0.54,Inf,12.1,"RiversideCollegeofHealthCareers.html",64,NA,14585,0,0,0,0,0,0,0,0,"7220","62","122","2636",5.5,8.4,86.5,30.6,44.4,"Temperate Conifer Forests","No","No","Legal","B",0.636363636363636,0.636363636363636
"875","Island Drafting and Technical Institute (Amityville, NY)","Amityville","NY","Private for-profit, 2-year","At least 2 but less than 4 years","No","No",86,0,NA,NA,0.91,0.98,0.66,Inf,Inf,"IslandDraftingandTechnicalInstitute.html",96,NA,24593,0,0,0,0,0,0,0,0,"1726","417","0","12",0.1,0.1,82.4,24.4,43.7,"Temperate Conifer Forests","No","No","Legal","A-",0.76,0.96
"876","Texas Wesleyan University (Fort Worth, TX)","Fort Worth","TX","Private not-for-profit, 4-year or above","Four or more years","No","No",1327,510,0.23,0.42,0.3,0.52,0.51,13.3,11.2,"TexasWesleyanUniversity.html",84,29008,23479,0.020141535111595,0,0.00762112139357648,0.000181455271275631,0.000181455271275631,0.000362910542551261,0.00127018689892941,0.000907276356378153,"166417","6634","211718","10067",2.9,5.1,95.7,32.9,33.5,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.333333333333333,0.361111111111111
"877","Saint Mary-of-the-Woods College (Saint Mary of the Woods, IN)","Saint Mary of the Woods","IN","Private not-for-profit, 4-year or above","Four or more years","No","No",629,99,0.3,0.67,0.56,0.66,0.35,16.1,11.9,"SaintMary-of-the-WoodsCollege.html",73,14806,16874,0.00320512820512821,0,0.000915750915750916,0,0,0,0,0,"69368","2459","372729","5326",1,6.8,86.7,17.4,40.6,"Temperate Broadleaf & Mixed Forests","No","No","Legal","D-",0.222222222222222,0.222222222222222
"878","St. Thomas University (Miami Gardens, FL)","Miami Gardens","FL","Private not-for-profit, 4-year or above","Four or more years","No","No",1246,1316,0.17,0.55,0.43,0.72,0.66,62.3,13.8,"St.ThomasUniversity.html",84,10287,24436,0.00845693468644288,0,0.0154826958105647,0.000260213374967473,0,0,0.000260213374967473,0.000260213374967473,"524442","3771","765260","29637",3.8,11.2,89.2,58.8,56,"Tropical & Subtropical Moist Broadleaf Forests","No","No","Legal","C-",0.444444444444444,0.62962962962963
"879","Pacific Rim Christian University (Honolulu, HI)","Honolulu","HI","Private not-for-profit, 4-year or above","Four or more years","No","No",67,13,0.88,0.47,0.38,0.56,0.64,Inf,Inf,"PacificRimChristianUniversity.html",83,NA,17138,0,0,0,0,0,0,0,0,"12383","194","0","101766",12.6,1272.1,86.7,64.2,30.7,"Tropical & Subtropical Dry Broadleaf Forests","No","No","Legal","A-",1,1
"880","University of Charleston (Charleston, WV)","Charleston","WV","Private not-for-profit, 4-year or above","Four or more years","No","No",1172,654,0.23,0.5,0.38,0.65,0.3,Inf,10.5,"UniversityofCharleston.html",61,18382,20598,0.0410733844468784,0,0.00146038700255568,0,0,0,0.00109529025191676,0,"88828","1496","305140","13689",1.6,7.1,86.5,22.8,43.4,"Temperate Broadleaf & Mixed Forests","No","Yes","Prohibited","F",0,0
"881","Stephen F Austin State University (Nacogdoches, TX)","Nacogdoches","TX","Public, 4-year or above","Four or more years","No","No",9213,523,0.28,0.68,0.52,0.7,0.28,23.6,17.2,"StephenFAustinStateUniversity.html",42,7897,12649,0.00708709942481512,6.84743905779239e-05,0.0060257463708573,0.00198575732675979,3.42371952889619e-05,0,0.000513557929334429,0,"432570","839961","371611","34043",3.3,3.3,93.9,34.9,46,"Temperate Conifer Forests","No","No","Prohibited","F",0.333333333333333,0.361111111111111
"882","Saint Ambrose University (Davenport, IA)","Davenport","IA","Private not-for-profit, 4-year or above","Four or more years","No","No",2122,458,0.13,0.77,0.64,0.76,0.38,12.6,10.6,"SaintAmbroseUniversity.html",71,61992,26497,0.0462532299741602,0,0.0133074935400517,0.00167958656330749,0.000258397932816537,0,0.000904392764857881,0.00103359173126615,"175256","12045","0","1933412",5.2,695.2,84.7,12.7,34.8,"Temperate Grasslands, Savannas & Shrublands","No","No","Functional ban","F",0.25,0.75
"883","Otis College of Art and Design (Los Angeles, CA)","Los Angeles","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",1109,58,0.14,0.78,0.66,0.79,0.69,Inf,20.9,"OtisCollegeofArtandDesign.html",84,18790,46876,0.00742644958583262,0.000285632676378178,0.00342759211653813,0,0.000285632676378178,0,0,0,"35988","3000","122951","11305",9,9.3,81,48.2,13.3,"Mediterranean Forests, Woodlands & Scrub","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"884","Brenau University (Gainesville, GA)","Gainesville","GA","Private not-for-profit, 4-year or above","Four or more years","No","No",1105,443,0.15,0.58,0.46,0.52,0.3,Inf,7.7,"BrenauUniversity.html",85,20131,21715,0.00172265288544358,0,0.00215331610680448,0,0,0,0.000645994832041344,0.000645994832041344,"70178","2760","614965","20913",1.3,12.4,86.9,29.7,57.8,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","F",0.428571428571429,0.428571428571429
"885","Commonwealth Technical Institute (Johnstown, PA)","Johnstown","PA","Private not-for-profit, 2-year","At least 2 but less than 4 years","No","No",191,0,NA,NA,0.9,0.83,0.4,Inf,Inf,"CommonwealthTechnicalInstitute.html",99,NA,14893,0.00523560209424084,0.00698080279232112,0.00523560209424084,0.00523560209424084,0,0.00174520069808028,0,0,"7412","546","0","16720",5.9,87.5,81.5,15.8,44.4,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.555555555555556,0.666666666666667
"886","Woodbury University (Burbank, CA)","Burbank","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",1061,92,0.16,0.66,0.54,0.84,0.69,Inf,15.8,"WoodburyUniversity.html",89,17200,32591,0.00231280716970223,0,0.000578201792425556,0,0,0,0.000289100896212778,0.000289100896212778,"58266","3385","84399","10753",4.6,8.8,87.1,42.8,14.4,"Mediterranean Forests, Woodlands & Scrub","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"887","Yeshivath Zichron Moshe (South Fallsburg, NY)","South Fallsburg","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",182,51,0.8,0.77,0.67,0.7,NA,Inf,Inf,"YeshivathZichronMoshe.html",20,NA,14816,0,0,0,0,0,0,0,0,"13088","0","0","0",0,0,79.9,12.2,46.9,"Temperate Broadleaf & Mixed Forests","No","No","Legal","A-",0.76,0.96
"888","Galaxy Medical College (North Hollywood, CA)","North Hollywood","CA","Private for-profit, 2-year","At least 2 but less than 4 years","No","No",51,0,0.79,1,0.91,0.98,0.69,Inf,Inf,"GalaxyMedicalCollege.html",100,NA,11883,0,0,0,0,0,0,0,0,"596","24","5","60",0.8,1.2,86.2,43.2,14.4,"Mediterranean Forests, Woodlands & Scrub","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"889","Vermont Technical College (Randolph, VT)","Randolph","VT","Public, 4-year or above","Four or more years","No","No",1028,5,0.31,0.67,0.55,0.69,0.32,13.7,12.8,"VermontTechnicalCollege.html",55,NA,21279,0.0367860600193611,0.00225879315908358,0.0167796063246208,0,0,0,0.000645369474023879,0,"37146","4493","264845","69402",5.5,62.4,77.4,4.3,42.2,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C-",1,1
"890","McMurry University (Abilene, TX)","Abilene","TX","Private not-for-profit, 4-year or above","Four or more years","No","No",1020,4,0.27,0.45,0.33,0.7,0.38,18.2,12.6,"McMurryUniversity.html",52,88252,20963,0.00455729166666667,0,0.00813802083333333,0,0,0,0.00130208333333333,0,"128278","678","218272","4925",3.2,4.5,95.2,31.8,24.7,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.333333333333333,0.361111111111111
"891","New York Institute of Technology (Old Westbury, NY)","Old Westbury","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",3357,2933,0.11,0.68,0.54,0.81,0.66,15.9,9.8,"NewYorkInstituteofTechnology.html",92,13263,21912,0.00535241123476418,0.00127186009538951,0.00344462109167992,0.00153683094859565,0.000211976682564918,0.000370959194488606,0.000211976682564918,0.000529941706412295,"75647","1389","83169","69473",4.5,10.5,82.8,23.7,44.3,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"892","Mid-Atlantic Christian University (Elizabeth City, NC)","Elizabeth City","NC","Private not-for-profit, 4-year or above","Four or more years","No","No",168,0,0.52,0.42,0.32,0.4,0.32,Inf,14,"Mid-AtlanticChristianUniversity.html",54,21621,21276,0,0,0,0,0,0,0,0,"34783","2371","1993","19214",29.5,106.7,87.4,32,47.6,"Temperate Conifer Forests","No","No","Legal","C-",0.384615384615385,0.384615384615385
"893","InterCoast Colleges-Riverside (Riverside, CA)","Riverside","CA","Private for-profit, 2-year","At least 2 but less than 4 years","No","No",159,0,NA,NA,0.9,0.73,0.58,Inf,Inf,"InterCoastColleges-Riverside.html",100,NA,19652,0,0,0,0,0,0,0,0,NA,NA,"25","100",NA,0.6,94.5,40.5,10.6,"Mediterranean Forests, Woodlands & Scrub","No","No","Legal","A",0.792452830188679,0.886792452830189
"894","MidAmerica Nazarene University (Olathe, KS)","Olathe","KS","Private not-for-profit, 4-year or above","Four or more years","No","No",938,146,0.29,0.55,0.43,0.72,0.5,Inf,13.4,"MidAmericaNazareneUniversity.html",66,7682,29406,0.002460024600246,0,0.001230012300123,0,0,0,0,0,"69209","1533","197000","11155",4.2,9.7,88.9,18.7,38.2,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","F",0.25,0.25
"895","Graceland University-Lamoni (Lamoni, IA)","Lamoni","IA","Private not-for-profit, 4-year or above","Four or more years","No","No",898,314,0.13,0.58,0.46,0.76,NA,13.4,12.1,"GracelandUniversity-Lamoni.html",71,32495,18434,0.0170517051705171,0.000275027502750275,0.0151265126512651,0,0.000275027502750275,0,0.00137513751375138,0.000825082508250825,"87061","1520","438891","73563",2,57.2,87.1,11.8,35.8,"Temperate Grasslands, Savannas & Shrublands","No","No","Functional ban","F",0.25,0.75
"896","University of Louisiana at Lafayette (Lafayette, LA)","Lafayette","LA","Public, 4-year or above","Four or more years","No","No",11929,1137,0.41,0.68,0.51,0.76,0.36,29.5,18.4,"UniversityofLouisianaatLafayette.html",49,9082,12706,0.000306138068268789,2.55115056890658e-05,0.00147966732996581,0.00219398948925966,0,5.10230113781315e-05,5.10230113781315e-05,2.55115056890658e-05,"522481","101267","529730","36301",1.3,2.6,91,40.8,58.7,"Temperate Broadleaf & Mixed Forests","No","Yes","Prohibited","F",0.166666666666667,0.166666666666667
"897","Rabbinical College Bobover Yeshiva Bnei Zion (Brooklyn, NY)","Brooklyn","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",369,34,NA,NA,0.89,0.99,0.66,Inf,Inf,"RabbinicalCollegeBoboverYeshivaBneiZion.html",80,NA,5173,0,0,0,0,0,0,0,0,"13000","0","0","11900",29.5,29.5,84.2,24.6,45,"Temperate Broadleaf & Mixed Forests","No","No","Legal","A-",0.76,0.96
"898","Florida Gulf Coast University (Fort Myers, FL)","Fort Myers","FL","Public, 4-year or above","Four or more years","No","No",11211,514,0.3,0.67,0.5,0.8,0.46,2802.8,22.1,"FloridaGulfCoastUniversity.html",27,5670,10151,0.0160056858564321,0.000113717128642502,0.00864250177683014,0.000426439232409382,2.84292821606254e-05,0,0.000369580668088131,0,"223504","2744","126942","281530",1.4,23,91.6,52.2,52.8,"Flooded Grasslands & Savannas","No","No","Legal","C-",0.444444444444444,0.62962962962963
"899","Elmira College (Elmira, NY)","Elmira","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",733,12,0.15,0.8,0.68,0.81,0.36,13.3,11.8,"ElmiraCollege.html",70,46757,21944,0.165548098434004,0,0.00850111856823266,0,0.000894854586129754,0,0.00268456375838926,0.00178970917225951,"94679","2831","195040","3525",2.2,4.4,83.5,14.7,32.7,"Temperate Broadleaf & Mixed Forests","No","No","Legal","A-",0.76,0.96
"900","Wartburg College (Waverly, IA)","Waverly","IA","Private not-for-profit, 4-year or above","Four or more years","No","No",1462,0,0.13,0.75,0.62,0.78,0.38,19.5,16.1,"WartburgCollege.html",63,49042,23248,0.0474236206110351,0.000227998176014592,0.00592795257637939,0.00227998176014592,0,0,0.000683994528043776,0.000455996352029184,"129577","7840","165133","62290",4.6,40.1,83.7,5.4,34,"Temperate Grasslands, Savannas & Shrublands","No","No","Functional ban","F",0.25,0.75
"901","Norwich University (Northfield, VT)","Northfield","VT","Private not-for-profit, 4-year or above","Four or more years","No","No",2643,648,0.23,0.75,0.61,0.8,0.38,23.4,16.5,"NorwichUniversity.html",66,56885,25641,0.0161045274992404,0.00010128633647321,0.0031398764306695,0,0.000506431682366049,0,0.00141800871062494,0.00182315405651778,"123560","10034","493665","37352",2,10.8,79.2,5.5,38.5,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","C-",1,1
"902","Indiana Wesleyan University-Marion (Marion, IN)","Marion","IN","Private not-for-profit, 4-year or above","Four or more years","No","No",2528,174,0.23,0.85,0.71,0.79,0.32,Inf,8.8,"IndianaWesleyanUniversity-Marion.html",67,67931,21827,0.00555144337527757,0.000246730816679003,0.00148038490007402,0.00111028867505551,0,0,0.000493461633358006,0.000863557858376511,"156595","6051","397110","80989",5.6,27.1,84.4,15.4,38.1,"Temperate Broadleaf & Mixed Forests","No","No","Legal","D-",0.222222222222222,0.222222222222222
"903","University of Arizona (Tucson, AZ)","Tucson","AZ","Public, 4-year or above","Four or more years","No","No",28972,7254,0.22,0.85,0.65,0.83,0.58,18.7,13.8,"UniversityofArizona.html",33,24153,15620,0.0168939435764368,0.0018402988645356,0.00174828392130882,0.0025948213989952,0,9.201494322678e-06,0.00059809713097407,0.000165626897808204,"2491995","272625","2283311","4568375",2.3,119.2,100,38.1,11.8,"Deserts & Xeric Shrublands","Yes","No","Prohibited","F",0.555555555555556,0.555555555555556
"904","George Fox University (Newberg, OR)","Newberg","OR","Private not-for-profit, 4-year or above","Four or more years","No","No",2428,566,0.24,0.82,0.68,0.85,0.7,14.8,11.9,"GeorgeFoxUniversity.html",90,6360,29589,0.0030060120240481,0,0.000445335114673792,0,0,0,0.000111333778668448,0.00100200400801603,"110381","2918","490557","755223",4.2,236.2,81,32.4,39.3,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.8,1
"905","Otterbein University (Westerville, OH)","Westerville","OH","Private not-for-profit, 4-year or above","Four or more years","No","No",2332,60,0.27,0.8,0.66,0.82,0.48,18.4,14.2,"OtterbeinUniversity.html",73,38682,23229,0.00975473801560758,0.000278706800445931,0.00181159420289855,0.000418060200668896,0,0,0.00125418060200669,0.000278706800445931,"142053","15156","413333","32524",4.6,12.7,84.7,17.2,38.2,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Functional ban","D",0.3125,0.5
"906","University of Wisconsin-Whitewater (Whitewater, WI)","Whitewater","WI","Public, 4-year or above","Four or more years","No","No",9571,453,0.44,0.79,0.62,0.8,0.31,25.7,18.6,"UniversityofWisconsin-Whitewater.html",46,2678,12522,0.0387736100026603,0,0.00522080340516095,0.00655094440010641,0,3.32535248736366e-05,0.000798084596967279,0.000432295823357276,"431369","93597","780568","149647",1.5,14.2,83.5,7.9,33.2,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","C-",0.375,0.5
"907","Hondros College of Nursing (Westerville, OH)","Westerville","OH","Private for-profit, 4-year or above","Four or more years","No","No",1167,0,0.8,0.53,0.4,NA,0.48,Inf,13.1,"HondrosCollegeofNursing.html",100,NA,25953,0,0,0,0.000285632676378178,0,0,0.000285632676378178,0,NA,NA,"70","742",NA,0.6,84.9,17.8,38.1,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","D",0.3125,0.5
"908","Laurel Business Institute (Uniontown, PA)","Uniontown","PA","Private for-profit, 2-year","At least 2 but less than 4 years","No","No",199,0,0.8,0.91,0.8,0.82,0.52,Inf,9.9,"LaurelBusinessInstitute.html",87,NA,7604,0,0,0.0033500837520938,0,0,0,0,0,"2002","18","0","2",0,0,84.2,19.6,41.4,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.555555555555556,0.666666666666667
"909","Marietta College (Marietta, OH)","Marietta","OH","Private not-for-profit, 4-year or above","Four or more years","No","No",1062,75,0.17,0.71,0.58,0.79,0.26,14.4,9.4,"MariettaCollege.html",48,75229,20249,0.0756376429199648,0.00058633831720903,0.019349164467898,0.00146584579302257,0,0,0.00146584579302257,0,"166070","10885","171853","7838",2.3,6.3,85.3,20.3,39.6,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","D",0.3125,0.5
"910","Eureka College (Eureka, IL)","Eureka","IL","Private not-for-profit, 4-year or above","Four or more years","No","No",480,0,0.22,0.62,0.5,0.59,0.41,20.9,14.5,"EurekaCollege.html",67,42096,22153,0.0270833333333333,0.00138888888888889,0.0270833333333333,0.000694444444444444,0.00208333333333333,0,0,0,"71006","1473","15177","1710",3.3,3.3,86.2,14,37.3,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","A-",0.777777777777778,0.833333333333333
"911","Shenandoah University (Winchester, VA)","Winchester","VA","Private not-for-profit, 4-year or above","Four or more years","No","No",1989,988,0.29,0.74,0.6,0.84,0.3,Inf,7.4,"ShenandoahUniversity.html",89,16230,31089,0.0138842234912104,0,0.00515059903706192,0.000111969544283955,0.000111969544283955,0.000111969544283955,0.000335908632851864,0.00022393908856791,"90208","8681","372566","251687",1,77.6,85.6,19.8,37.5,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B",0.636363636363636,0.636363636363636
"912","Carver Career Center (Charleston, WV)","Charleston","WV","Public, 2-year","At least 2 but less than 4 years","No","No",177,0,NA,NA,0.89,0.9,0.3,Inf,16.1,"CarverCareerCenter.html",26,NA,3020,0,0,0.00188323917137476,0,0,0,0,0,NA,NA,NA,NA,NA,NA,86.4,22.8,43.5,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0,0
"913","University of Massachusetts-Dartmouth (North Dartmouth, MA)","North Dartmouth","MA","Public, 4-year or above","Four or more years","No","No",5465,667,0.2,0.75,0.59,0.7,0.66,18.9,13.8,"UniversityofMassachusetts-Dartmouth.html",37,7824,20612,0.0179930419656447,0,0.000271798217003696,5.43596434007393e-05,0.000163078930202218,0.000163078930202218,0.000652315720808871,0.000108719286801479,"179835","7013","97780","30109",1.1,4.6,82,21.4,46.8,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",1,1
"914","University of Mary (Bismarck, ND)","Bismarck","ND","Private not-for-profit, 4-year or above","Four or more years","No","No",1869,711,0.43,0.74,0.6,0.78,0.41,Inf,11.4,"UniversityofMary.html",76,15793,18167,0.0138242894056848,0.000904392764857881,0.00193798449612403,0.00193798449612403,0,0,0,0,"50182","3603","324000","196216",2.3,71.5,84.6,-1.5,16.1,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Prohibited","F",0,1
"915","Georgia College & State University (Milledgeville, GA)","Milledgeville","GA","Public, 4-year or above","Four or more years","No","No",5364,331,0.42,0.8,0.64,0.86,0.24,21.5,16.1,"GeorgiaCollege&StateUniversity.html",43,6710,20958,0.0230026338893766,0.00292654375182909,0.00339479075212174,0.00222417325139011,0,0,0.000468247000292654,0.000117061750073164,"168723","11206","720251","96426",1.1,16,92.5,33.3,46,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","F",0.428571428571429,0.428571428571429
"916","Rockford University (Rockford, IL)","Rockford","IL","Private not-for-profit, 4-year or above","Four or more years","No","No",912,62,0.14,0.54,0.41,0.66,0.35,13.8,12.8,"RockfordUniversity.html",69,22312,23417,0.0376454483230664,0,0.00684462696783025,0,0,0,0,0,"122305","1143","494935","57251",2.5,54.8,83.7,9.3,35.6,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","A-",0.777777777777778,0.833333333333333
"917","International Baptist College and Seminary (Chandler, AZ)","Chandler","AZ","Private not-for-profit, 4-year or above","Four or more years","No","No",36,5,NA,NA,0.9,0.75,0.58,Inf,Inf,"InternationalBaptistCollegeandSeminary.html",39,NA,19126,0,0,0,0,0,0,0,0,"41922","410","0","2152",51.2,52.5,105.4,37,8.2,"Deserts & Xeric Shrublands","No","No","Prohibited","F",0.555555555555556,0.555555555555556
"918","Southwest Minnesota State University (Marshall, MN)","Marshall","MN","Public, 4-year or above","Four or more years","No","No",1662,245,0.21,0.64,0.5,0.67,0.37,19.3,17,"SouthwestMinnesotaStateUniversity.html",29,888,14340,0,0,0,0,0,0,0.00139835693060654,0,"166287","9484","44659","33538",2.5,16.7,84.6,2.8,25.3,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","C+",0.571428571428571,0.714285714285714
"919","Valparaiso University (Valparaiso, IN)","Valparaiso","IN","Private not-for-profit, 4-year or above","Four or more years","No","No",2940,308,0.14,0.86,0.71,0.84,0.64,13,10,"ValparaisoUniversity.html",55,67231,22500,0.0252463054187192,0.000102627257799672,0.00164203612479475,0.000205254515599343,0,0,0.000718390804597701,0.000410509031198686,"289503","15048","160863","182662",3.4,51.6,83.5,14,38.4,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","D-",0.222222222222222,0.222222222222222
"920","Kuyper College (Grand Rapids, MI)","Grand Rapids","MI","Private not-for-profit, 4-year or above","Four or more years","No","No",103,4,0.29,0.62,0.51,0.67,0.41,11.4,11.4,"KuyperCollege.html",36,24991,19266,0,0,0,0,0,0,0,0.00311526479750779,"66538","1368","14195","5379",45.1,46.4,82.4,14.4,35.2,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C+",0.571428571428571,0.642857142857143
